episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-9.1501,-9.1501,0.000,255,623,38,22,1.000,50,0.00,26,1152.55,0,0,11.110(13.887%)(0.000m),19.088(16.842%)(0.000m),40.722(35.931%)(2.220m),35.000(30.882%)(1.607m),29.000(36.250%)(0.964m),10.450(26.126%)(0.048m),40.000(100.000%)(3.214m),646.066,4488.823,56.5,0.0000,"[-0.135, -0.107, 0.003, -0.049, -0.024, -0.013]","[-0.118, -0.094, 0.013, -0.003, -0.008, 0.026]","[-0.141, -0.122, -0.003, -0.060, -0.034, -0.020]"
2,1,-5.7719,-7.4610,0.000,83,205,16,0,0.998,25,0.00,35,319.78,0,0,77.786(97.233%)(6.191m),50.928(44.937%)(3.314m),20.926(18.464%)(0.099m),13.758(12.140%)(0.000m),9.758(12.197%)(0.000m),40.000(100.000%)(3.214m),12.507(31.267%)(0.269m),3426.713,7902.709,57.0,0.0000,"[-0.133, -0.101, 0.003, -0.049, -0.027, -0.014]","[-0.128, -0.087, 0.016, -0.012, -0.022, -0.002]","[-0.137, -0.111, -0.004, -0.059, -0.031, -0.019]"
3,1,-4.7925,-6.5715,0.000,159,400,16,0,0.996,40,0.00,51,589.12,0,0,10.443(13.054%)(0.000m),15.887(14.018%)(0.000m),26.957(23.785%)(0.745m),67.000(59.118%)(5.036m),54.000(67.500%)(3.643m),11.662(29.154%)(0.178m),40.000(100.000%)(3.214m),1907.751,6608.263,58.2,0.0000,"[-0.130, -0.109, 0.000, -0.047, -0.026, -0.007]","[-0.123, -0.105, 0.010, -0.003, -0.021, 0.024]","[-0.146, -0.118, -0.004, -0.060, -0.029, -0.020]"
4,1,-2.0737,-5.4470,1.254,168,440,24,11,0.994,40,0.00,68,835.89,0,0,55.397(69.246%)(3.793m),101.475(89.537%)(8.729m),19.000(16.765%)(0.000m),20.000(17.647%)(0.000m),25.000(31.250%)(0.536m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,3094.528,60.7,0.0000,"[-0.134, -0.117, -0.024, -0.061, -0.012, -0.014]","[-0.123, -0.102, 0.002, -0.048, 0.079, -0.003]","[-0.161, -0.186, -0.167, -0.108, -0.027, -0.020]"
5,1,-7.4773,-5.8531,1.375,81,193,17,0,0.992,25,0.00,77,340.59,0,0,9.205(11.507%)(0.000m),12.898(11.380%)(0.000m),19.457(17.168%)(0.000m),45.965(40.558%)(2.782m),77.067(96.334%)(6.114m),11.951(29.877%)(0.209m),40.000(100.000%)(3.214m),4968.105,10194.397,55.3,0.0000,"[-0.228, -0.312, -0.356, -0.222, 0.182, 0.037]","[-0.198, -0.199, -0.241, -0.134, 0.249, 0.080]","[-0.247, -0.425, -0.450, -0.311, 0.112, 0.004]"
6,1,-3.9790,-5.5407,1.546,135,376,0,9,0.990,40,0.00,91,614.15,0,0,26.000(32.500%)(0.643m),28.000(24.706%)(0.857m),100.000(88.236%)(8.571m),75.222(66.372%)(5.917m),39.789(49.736%)(2.120m),40.000(100.000%)(3.214m),28.606(71.515%)(1.994m),1303.828,3988.073,64.5,0.0000,"[-0.133, -0.869, -0.403, -0.136, 0.516, 0.267]","[-0.034, -0.613, -0.283, 0.013, 0.589, 0.413]","[-0.262, -1.008, -0.490, -0.257, 0.404, 0.123]"
7,1,-4.9596,-5.4577,1.439,187,470,20,0,0.988,40,0.00,110,796.13,0,0,40.000(50.000%)(2.143m),44.000(38.824%)(2.571m),25.275(22.302%)(0.565m),15.072(13.298%)(0.000m),9.982(12.477%)(0.000m),40.000(100.000%)(3.214m),11.285(28.212%)(0.138m),1248.976,4148.839,58.2,6.1208,"[-0.023, -0.588, 0.042, 0.214, 0.945, 0.584]","[0.434, -0.319, 0.250, 0.541, 1.390, 0.973]","[-0.107, -1.273, -0.139, 0.085, 0.720, 0.457]"
8,1,-6.9356,-5.6424,1.746,83,201,17,0,0.986,25,0.00,119,356.54,0,0,78.639(98.299%)(6.283m),96.704(85.328%)(8.218m),24.643(21.744%)(0.497m),14.694(12.966%)(0.000m),9.732(12.165%)(0.000m),40.000(100.000%)(3.214m),11.002(27.506%)(0.107m),4557.194,9720.970,56.0,0.0000,"[0.187, -0.472, 0.591, 0.870, 1.605, 1.020]","[0.711, -0.287, 0.700, 1.034, 1.651, 1.340]","[-0.010, -1.176, 0.408, 0.644, 1.489, 0.823]"
9,1,-5.6310,-5.6412,1.699,154,415,40,12,0.984,40,0.00,135,690.33,0,0,23.000(28.750%)(0.321m),19.000(16.765%)(0.000m),23.000(20.294%)(0.321m),85.000(75.000%)(6.964m),56.802(71.003%)(3.943m),34.193(85.483%)(2.592m),40.000(100.000%)(3.214m),0.000,3218.903,62.4,0.0000,"[0.875, 0.256, 0.750, 0.659, 1.716, 1.610]","[1.939, 0.650, 1.210, 1.331, 1.986, 2.184]","[0.214, -0.429, -1.417, -2.536, 0.982, 1.152]"
10,1,-5.5451,-5.6316,1.341,79,195,16,0,0.982,25,0.00,143,333.67,0,0,78.639(98.299%)(6.283m),108.963(96.144%)(9.532m),25.611(22.598%)(0.601m),15.094(13.318%)(0.000m),9.922(12.403%)(0.000m),40.000(100.000%)(3.214m),11.079(27.698%)(0.116m),4747.523,8357.412,57.2,0.0000,"[1.571, 0.530, 1.615, 1.901, 1.386, 1.907]","[1.756, 1.046, 1.957, 2.156, 1.923, 2.078]","[1.464, -1.196, 0.486, 0.930, 0.144, 1.619]"
11,1,-6.1173,-5.6757,1.151,144,348,17,0,0.980,35,0.00,158,603.57,0,0,69.057(86.321%)(5.256m),97.000(85.588%)(8.250m),73.399(64.764%)(5.721m),23.878(21.069%)(0.416m),12.231(15.288%)(0.000m),40.000(100.000%)(3.214m),10.039(25.098%)(0.004m),3481.824,9372.226,55.9,0.0000,"[1.399, 0.845, 1.535, 1.781, 1.253, 1.716]","[1.662, 1.837, 2.108, 2.365, 2.086, 1.943]","[1.158, -1.417, 0.473, 0.707, -0.409, 1.435]"
12,1,-5.1027,-5.6280,0.907,220,543,15,0,0.978,45,0.00,180,935.69,0,0,10.830(13.537%)(0.000m),17.743(15.655%)(0.000m),34.276(30.244%)(1.530m),48.000(42.353%)(3.000m),40.000(50.000%)(2.143m),10.830(27.075%)(0.089m),40.000(100.000%)(3.214m),1966.267,5777.447,57.1,1.2885,"[1.545, 1.860, 1.614, 1.624, 2.343, 1.919]","[1.801, 2.402, 2.461, 2.945, 2.781, 2.219]","[1.205, -1.267, -4.661, -6.972, 0.459, 0.821]"
13,1,-6.7992,-5.7181,0.801,85,205,20,0,0.976,25,0.00,189,346.44,0,0,77.786(97.233%)(6.191m),66.808(58.949%)(5.015m),22.787(20.106%)(0.299m),14.325(12.639%)(0.000m),9.831(12.289%)(0.000m),40.000(100.000%)(3.214m),11.828(29.569%)(0.196m),3711.285,9042.724,55.9,0.0000,"[1.274, 0.854, 1.668, 1.768, 1.475, 1.858]","[1.943, 2.325, 2.630, 2.892, 2.881, 2.426]","[-0.304, -3.837, -1.066, -1.287, -2.054, 0.568]"
