episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-3.6651,-3.6651,0.000,136,346,18,0,1.000,35,0.00,14,454.74,0,0,10.371(12.964%)(0.000m),16.149(14.249%)(0.000m),28.463(25.114%)(0.907m),84.000(74.118%)(6.857m),67.000(83.750%)(5.036m),11.162(27.904%)(0.124m),40.000(100.000%)(3.214m),1978.165,4899.612,58.8,0.0000,"[-0.068, -0.068, -0.168, -0.079, 0.090, -0.106]","[-0.048, -0.059, -0.142, -0.052, 0.094, -0.098]","[-0.075, -0.102, -0.175, -0.084, 0.085, -0.111]"
2,1,-5.7714,-4.7182,0.000,141,346,23,0,0.998,35,0.00,29,384.21,0,0,11.667(14.584%)(0.000m),21.148(18.660%)(0.123m),51.469(45.414%)(3.372m),83.000(73.236%)(6.750m),74.000(92.500%)(5.786m),10.320(25.800%)(0.034m),40.000(100.000%)(3.214m),2596.081,6954.231,56.7,4.7258,"[-0.068, -0.069, -0.167, -0.077, 0.090, -0.105]","[-0.051, -0.059, -0.141, -0.049, 0.094, -0.097]","[-0.074, -0.095, -0.175, -0.084, 0.087, -0.109]"
3,1,-7.0116,-5.4827,0.000,184,450,16,0,0.996,40,0.00,48,443.51,0,0,53.000(66.250%)(3.536m),64.000(56.471%)(4.714m),34.521(30.460%)(1.556m),17.869(15.767%)(0.000m),10.907(13.634%)(0.000m),40.000(100.000%)(3.214m),10.907(27.268%)(0.097m),2297.224,7696.206,56.6,0.0000,"[-0.070, -0.069, -0.160, -0.079, 0.084, -0.114]","[-0.057, -0.060, -0.144, -0.060, 0.109, -0.109]","[-0.074, -0.099, -0.174, -0.085, 0.074, -0.117]"
4,1,-5.3182,-5.4416,1.485,168,442,9,14,0.994,40,0.00,65,482.68,0,0,28.100(35.125%)(0.868m),58.295(51.437%)(4.103m),35.000(30.882%)(1.607m),22.000(19.412%)(0.214m),30.000(37.500%)(1.071m),19.983(49.958%)(1.070m),40.000(100.000%)(3.214m),0.000,6202.848,60.9,0.0000,"[-0.068, -0.071, -0.161, -0.074, 0.092, -0.104]","[-0.056, -0.059, -0.139, -0.050, 0.114, -0.093]","[-0.074, -0.133, -0.175, -0.084, 0.088, -0.109]"
5,1,-8.0506,-5.9634,1.249,194,491,27,18,0.992,45,0.00,85,610.04,0,0,25.000(31.250%)(0.536m),29.000(25.588%)(0.964m),39.000(34.412%)(2.036m),90.316(79.691%)(7.534m),49.150(61.438%)(3.123m),40.000(100.000%)(3.214m),37.169(92.923%)(2.911m),0.000,2987.829,58.6,0.7656,"[-0.077, -0.498, -0.060, 0.105, 0.149, -0.104]","[-0.046, -0.147, 0.002, 0.187, 0.256, -0.056]","[-0.134, -0.803, -0.134, -0.026, 0.032, -0.237]"
6,1,-7.2235,-6.1734,1.282,153,378,17,0,0.990,35,0.00,101,448.19,0,0,55.895(69.868%)(3.846m),78.000(68.824%)(6.214m),27.012(23.834%)(0.751m),15.529(13.702%)(0.000m),10.052(12.566%)(0.000m),40.000(100.000%)(3.214m),10.952(27.380%)(0.102m),2164.329,6368.302,57.1,0.0000,"[-0.006, -1.020, -0.099, 0.350, 0.379, 0.119]","[0.198, -0.751, 0.023, 0.537, 0.735, 0.445]","[-0.104, -1.803, -0.211, 0.249, 0.158, -0.113]"
7,1,-5.7782,-6.1170,1.146,175,427,14,0,0.988,40,0.00,119,496.99,0,0,59.000(73.750%)(4.179m),70.000(61.765%)(5.357m),61.599(54.352%)(4.457m),22.977(20.274%)(0.319m),11.926(14.908%)(0.000m),40.000(100.000%)(3.214m),9.913(24.782%)(0.000m),3167.968,8402.140,56.5,0.6036,"[0.248, -0.810, -0.034, 0.610, 0.650, 0.360]","[0.589, -0.474, 0.183, 0.867, 0.947, 0.545]","[0.098, -1.658, -0.199, 0.460, 0.457, 0.153]"
8,1,-4.4774,-5.9120,0.904,264,680,63,0,0.986,55,0.00,146,699.13,0,0,12.269(15.336%)(0.000m),23.953(21.135%)(0.423m),73.626(64.965%)(5.746m),67.000(59.118%)(5.036m),38.000(47.500%)(1.929m),10.070(25.176%)(0.008m),29.000(72.500%)(2.036m),3140.528,8429.941,59.6,0.0000,"[0.053, 0.271, -0.367, 0.117, -0.236, -0.752]","[0.327, 0.598, 0.208, 0.800, 0.752, 0.497]","[-0.298, -0.180, -1.388, -0.768, -2.075, -2.990]"
9,1,-4.4676,-5.7515,0.601,189,467,17,0,0.984,40,0.00,165,460.62,0,0,50.000(62.500%)(3.214m),62.000(54.706%)(4.500m),34.162(30.143%)(1.517m),17.684(15.603%)(0.000m),10.794(13.492%)(0.000m),40.000(100.000%)(3.214m),10.794(26.985%)(0.085m),2218.984,5825.256,57.2,0.6623,"[0.995, 0.210, 0.775, 1.156, 1.343, 0.860]","[1.120, 0.989, 0.962, 1.407, 1.731, 1.496]","[0.582, -4.770, 0.176, 0.269, -0.244, -3.350]"
10,1,-5.6107,-5.7374,0.482,131,328,14,0,0.982,35,0.00,179,421.84,0,0,72.000(90.000%)(5.571m),95.000(83.824%)(8.036m),54.414(48.013%)(3.687m),21.672(19.122%)(0.179m),11.819(14.774%)(0.000m),40.000(100.000%)(3.214m),10.326(25.815%)(0.035m),3447.920,6779.866,58.0,0.0000,"[1.067, 0.092, 1.106, 1.270, 1.419, 0.503]","[1.421, 1.560, 1.492, 1.827, 2.190, 1.950]","[-0.217, -5.035, -0.210, -0.474, -1.194, -4.660]"
