episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-5.5593,-5.5593,0.000,102,250,16,0,1.000,30,0.00,11,355.68,0,0,11.123(13.903%)(0.000m),18.561(16.377%)(0.000m),37.196(32.820%)(1.842m),110.000(97.059%)(9.643m),77.067(96.334%)(6.114m),10.854(27.135%)(0.092m),40.000(100.000%)(3.214m),4513.194,8098.307,56.8,0.0000,"[-0.040, 0.019, -0.008, -0.009, -0.027, -0.047]","[-0.033, 0.023, -0.004, -0.004, -0.022, -0.041]","[-0.045, 0.010, -0.014, -0.014, -0.031, -0.049]"
2,1,-4.0661,-4.8127,0.000,90,227,21,0,0.998,25,0.00,20,211.56,0,0,77.786(97.233%)(6.191m),109.000(96.177%)(9.536m),49.552(43.723%)(3.166m),20.360(17.965%)(0.039m),11.233(14.041%)(0.000m),40.000(100.000%)(3.214m),9.936(24.840%)(0.000m),3309.234,6686.119,58.5,0.0000,"[-0.033, 0.023, -0.017, -0.004, -0.034, -0.040]","[-0.012, 0.026, -0.005, 0.009, -0.031, -0.012]","[-0.043, 0.021, -0.044, -0.012, -0.039, -0.049]"
3,1,-2.9790,-4.2015,0.000,149,404,17,0,0.996,40,0.00,35,355.82,0,0,9.680(12.100%)(0.000m),14.615(12.896%)(0.000m),24.510(21.627%)(0.483m),50.000(44.118%)(3.214m),39.000(48.750%)(2.036m),10.943(27.358%)(0.101m),40.000(100.000%)(3.214m),666.425,3670.943,62.7,0.0000,"[-0.043, 0.021, -0.009, -0.004, -0.031, -0.054]","[-0.034, 0.025, -0.005, 0.006, -0.023, -0.043]","[-0.054, 0.013, -0.015, -0.011, -0.033, -0.066]"
4,1,-4.9243,-4.3822,0.000,166,429,20,0,0.994,40,0.00,52,417.83,0,0,10.639(13.299%)(0.000m),18.099(15.970%)(0.000m),37.773(33.329%)(1.904m),65.000(57.353%)(4.821m),46.000(57.500%)(2.786m),10.132(25.329%)(0.014m),40.000(100.000%)(3.214m),3128.895,7783.025,59.9,0.0000,"[-0.043, 0.017, -0.010, -0.006, -0.028, -0.051]","[-0.032, 0.023, -0.005, 0.001, -0.023, -0.041]","[-0.049, 0.010, -0.016, -0.011, -0.031, -0.058]"
5,1,-4.4275,-4.3912,0.000,86,224,23,0,0.992,25,0.00,61,221.94,0,0,77.786(97.233%)(6.191m),108.000(95.294%)(9.429m),41.040(36.212%)(2.254m),18.795(16.584%)(0.000m),10.828(13.535%)(0.000m),40.000(100.000%)(3.214m),10.062(25.154%)(0.007m),2747.995,5677.825,60.2,4.9288,"[-0.036, 0.024, -0.016, -0.004, -0.034, -0.042]","[-0.020, 0.026, -0.005, 0.008, -0.031, -0.016]","[-0.045, 0.022, -0.043, -0.010, -0.039, -0.050]"
6,1,-5.2675,-4.5373,1.338,182,456,23,0,0.990,40,0.00,80,637.27,0,0,48.000(60.000%)(3.000m),64.000(56.471%)(4.714m),56.490(49.844%)(3.910m),22.127(19.524%)(0.228m),11.925(14.906%)(0.000m),40.000(100.000%)(3.214m),10.290(25.725%)(0.031m),2083.321,5805.164,58.0,0.0000,"[-0.023, -0.075, -0.103, -0.075, 0.087, -0.191]","[0.004, 0.024, -0.005, -0.008, 0.244, -0.048]","[-0.041, -0.152, -0.168, -0.122, -0.033, -0.389]"
7,1,-5.7066,-4.7043,1.347,102,246,19,0,0.988,30,0.00,91,286.86,0,0,9.822(12.277%)(0.000m),14.615(12.895%)(0.000m),23.971(21.151%)(0.425m),82.182(72.513%)(6.662m),76.230(95.288%)(6.025m),11.382(28.456%)(0.148m),40.000(100.000%)(3.214m),4186.479,8115.916,55.9,0.9519,"[0.100, -0.392, -0.349, -0.147, 0.436, -0.290]","[0.205, -0.285, -0.244, -0.114, 0.491, -0.105]","[0.041, -0.480, -0.476, -0.196, 0.371, -0.365]"
8,1,-5.0314,-4.7452,1.462,97,238,20,0,0.986,25,0.00,101,311.03,0,0,77.786(97.233%)(6.191m),103.000(90.883%)(8.893m),30.547(26.954%)(1.130m),16.605(14.651%)(0.000m),10.404(13.005%)(0.000m),40.000(100.000%)(3.214m),10.793(26.982%)(0.085m),4271.317,7100.192,56.8,0.0000,"[0.208, -0.137, -0.269, 0.266, 0.708, -0.262]","[0.245, 0.052, -0.200, 0.444, 0.744, -0.128]","[0.151, -0.299, -0.339, 0.110, 0.665, -0.688]"
9,1,-4.5108,-4.7192,1.454,106,261,21,0,0.984,30,0.00,112,326.06,0,0,10.348(12.935%)(0.000m),16.377(14.450%)(0.000m),29.682(26.190%)(1.037m),96.000(84.706%)(8.143m),76.230(95.288%)(6.025m),10.866(27.166%)(0.093m),40.000(100.000%)(3.214m),2769.414,7047.002,57.1,0.0000,"[0.429, -0.042, -0.302, 0.200, 0.697, 0.040]","[0.534, 0.154, -0.182, 0.412, 0.810, 0.152]","[0.339, -0.705, -0.732, -0.505, 0.418, -0.145]"
10,1,-3.2711,-4.5744,1.218,145,389,14,0,0.982,40,0.00,127,441.78,0,0,9.493(11.866%)(0.000m),13.832(12.205%)(0.000m),22.003(19.415%)(0.215m),55.000(48.530%)(3.750m),44.000(55.000%)(2.571m),11.421(28.552%)(0.152m),40.000(100.000%)(3.214m),968.497,3733.910,62.1,0.0000,"[0.563, 0.049, -0.288, 0.227, 0.823, 0.068]","[0.619, 0.367, -0.084, 0.576, 0.959, 0.308]","[0.518, -1.499, -1.257, -1.270, 0.274, -0.910]"
