episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-7.7674,-7.7674,0.000,188,489,46,15,1.000,45,0.00,19,827.73,0,0,29.000(36.250%)(0.964m),35.000(30.882%)(1.607m),20.098(17.734%)(0.011m),12.990(11.462%)(0.000m),9.095(11.369%)(0.000m),32.484(81.210%)(2.409m),11.364(28.411%)(0.146m),308.793,4905.773,60.2,0.0000,"[0.007, 0.019, 0.012, 0.131, 0.179, 0.087]","[0.032, 0.026, 0.018, 0.148, 0.189, 0.095]","[-0.004, 0.007, -0.001, 0.120, 0.149, 0.077]"
2,1,-5.3743,-6.5709,0.000,79,203,20,0,0.998,25,0.00,27,277.03,0,0,78.639(98.299%)(6.283m),111.000(97.941%)(9.750m),47.908(42.272%)(2.990m),20.280(17.894%)(0.030m),11.315(14.143%)(0.000m),40.000(100.000%)(3.214m),10.133(25.332%)(0.014m),4019.614,6933.529,59.6,0.0000,"[0.006, 0.012, 0.010, 0.135, 0.179, 0.094]","[0.028, 0.020, 0.021, 0.140, 0.189, 0.097]","[-0.003, 0.004, 0.006, 0.130, 0.156, 0.092]"
3,1,-6.6096,-6.5838,0.000,114,274,20,0,0.996,30,0.00,39,414.52,0,0,9.802(12.252%)(0.000m),14.380(12.689%)(0.000m),23.102(20.385%)(0.332m),71.013(62.659%)(5.466m),67.684(84.605%)(5.109m),11.646(29.114%)(0.176m),40.000(100.000%)(3.214m),3736.068,7803.553,55.5,0.0000,"[0.009, 0.021, 0.015, 0.130, 0.180, 0.089]","[0.047, 0.026, 0.019, 0.135, 0.189, 0.097]","[-0.003, 0.019, 0.010, 0.128, 0.151, 0.071]"
4,1,-5.7004,-6.3629,0.000,96,235,19,0,0.994,25,0.00,49,331.07,0,0,9.989(12.486%)(0.000m),15.082(13.308%)(0.000m),25.293(22.317%)(0.567m),99.255(87.579%)(8.492m),76.230(95.288%)(6.025m),11.293(28.232%)(0.138m),40.000(100.000%)(3.214m),4186.479,7580.416,56.6,0.0000,"[0.011, 0.022, 0.016, 0.130, 0.179, 0.088]","[0.046, 0.027, 0.018, 0.134, 0.189, 0.095]","[-0.002, 0.020, 0.011, 0.128, 0.151, 0.072]"
5,1,-6.8857,-6.4675,1.611,184,464,14,0,0.992,40,0.00,68,907.61,0,0,10.606(13.258%)(0.000m),16.786(14.811%)(0.000m),30.424(26.845%)(1.117m),67.000(59.118%)(5.036m),49.000(61.250%)(3.107m),11.138(27.845%)(0.122m),36.106(90.265%)(2.797m),1551.198,4577.848,58.4,3.7299,"[-0.004, 0.010, 0.002, 0.134, 0.185, 0.086]","[0.013, 0.024, 0.016, 0.145, 0.200, 0.099]","[-0.054, -0.064, -0.088, 0.126, 0.173, 0.034]"
6,1,-5.5659,-6.3172,1.833,69,172,19,0,0.990,20,0.00,75,341.72,0,0,78.639(98.299%)(6.283m),107.423(94.785%)(9.367m),25.249(22.279%)(0.562m),14.880(13.130%)(0.000m),9.782(12.227%)(0.000m),40.000(100.000%)(3.214m),10.923(27.307%)(0.099m),4196.329,7992.792,57.8,0.0000,"[-0.254, -0.147, -0.182, 0.142, 0.264, -0.021]","[-0.176, -0.096, -0.114, 0.150, 0.283, 0.023]","[-0.323, -0.186, -0.238, 0.136, 0.245, -0.054]"
7,1,-5.2279,-6.1616,1.890,167,426,17,0,0.988,40,0.00,92,690.41,0,0,9.628(12.035%)(0.000m),14.874(13.124%)(0.000m),25.873(22.829%)(0.629m),63.000(55.588%)(4.607m),50.000(62.500%)(3.214m),10.490(26.225%)(0.052m),40.000(100.000%)(3.214m),1457.878,4566.301,59.0,1.0451,"[-0.507, -0.292, -0.446, 0.154, 0.415, -0.150]","[-0.046, -0.202, -0.290, 0.254, 0.496, -0.069]","[-0.653, -0.522, -0.945, 0.098, 0.219, -0.205]"
8,1,-6.0862,-6.1522,1.364,162,421,17,0,0.986,40,0.00,109,670.53,0,0,48.000(60.000%)(3.000m),58.000(51.177%)(4.071m),35.775(31.566%)(1.690m),17.852(15.752%)(0.000m),10.698(13.372%)(0.000m),39.436(98.589%)(3.154m),10.439(26.099%)(0.047m),1150.353,4124.835,60.2,0.0000,"[-0.329, -0.010, 0.009, 0.262, 0.603, -0.045]","[-0.159, 0.283, 0.514, 0.398, 0.738, 0.049]","[-0.662, -0.146, -0.203, -0.043, 0.504, -0.273]"
9,1,-6.6520,-6.2077,1.332,134,325,17,0,0.984,35,0.00,123,568.78,0,0,78.639(98.299%)(6.283m),96.000(84.706%)(8.143m),72.887(64.312%)(5.666m),23.712(20.922%)(0.398m),12.145(15.182%)(0.000m),40.000(100.000%)(3.214m),9.969(24.923%)(0.000m),5164.863,10262.118,56.1,0.0000,"[-0.465, 0.663, 0.959, 0.249, 0.963, -0.013]","[-0.190, 0.905, 1.294, 0.516, 1.012, 0.196]","[-0.812, 0.333, 0.485, -0.200, 0.865, -0.452]"
10,1,-6.2827,-6.2152,1.187,160,395,19,0,0.982,40,0.00,139,668.10,0,0,61.000(76.250%)(4.393m),69.000(60.883%)(5.250m),34.115(30.101%)(1.512m),17.659(15.582%)(0.000m),10.779(13.474%)(0.000m),40.000(100.000%)(3.214m),10.779(26.947%)(0.083m),3219.089,9565.817,57.1,0.0000,"[-0.113, 0.878, 1.158, 0.405, 1.141, 0.093]","[0.346, 1.192, 1.472, 0.828, 1.249, 0.395]","[-1.425, 0.562, 0.566, -0.804, 0.761, -1.404]"
