episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-6.5100,-6.5100,0.000,97,235,17,0,1.000,25,0.00,10,466.00,0,0,77.786(97.233%)(6.191m),55.659(49.111%)(3.821m),20.632(18.205%)(0.068m),13.216(11.661%)(0.000m),9.193(11.491%)(0.000m),40.000(100.000%)(3.214m),11.342(28.354%)(0.144m),4760.221,8191.265,56.0,0.0000,"[-0.110, 0.126, -0.043, 0.049, 0.161, 0.005]","[-0.088, 0.130, -0.039, 0.067, 0.170, 0.015]","[-0.117, 0.122, -0.054, 0.004, 0.130, -0.000]"
2,1,-7.6083,-7.0591,0.954,277,688,9,36,0.998,55,0.00,38,1024.06,0,0,12.000(15.000%)(0.000m),19.000(16.765%)(0.000m),102.000(90.000%)(8.786m),57.828(51.025%)(4.053m),27.934(34.918%)(0.850m),11.000(27.500%)(0.107m),19.935(49.837%)(1.064m),3425.449,8167.231,57.5,0.0000,"[-0.109, 0.110, -0.053, 0.034, 0.161, 0.024]","[-0.078, 0.131, -0.029, 0.067, 0.175, 0.161]","[-0.123, -0.033, -0.137, -0.048, 0.148, -0.001]"
3,1,-7.7520,-7.2901,1.020,241,589,18,0,0.996,50,0.00,63,870.40,0,0,10.886(13.607%)(0.000m),17.676(15.597%)(0.000m),33.571(29.621%)(1.454m),50.000(44.118%)(3.214m),34.000(42.500%)(1.500m),11.020(27.550%)(0.109m),40.000(100.000%)(3.214m),1124.539,4632.736,56.6,0.0000,"[0.028, -0.103, -0.489, 0.031, 0.227, 0.373]","[0.136, 0.031, -0.204, 0.431, 0.399, 0.486]","[-0.094, -0.211, -0.709, -0.170, 0.138, 0.226]"
4,1,-9.1379,-7.7520,1.052,252,613,50,5,0.994,50,0.00,89,885.10,0,0,33.000(41.250%)(1.393m),38.000(33.530%)(1.929m),24.011(21.187%)(0.430m),14.318(12.633%)(0.000m),9.483(11.854%)(0.000m),26.201(65.503%)(1.736m),10.721(26.801%)(0.077m),568.910,6704.965,56.3,0.0000,"[0.202, 0.180, 0.000, 0.262, 0.364, 0.269]","[0.275, 0.448, 0.583, 0.703, 0.483, 0.507]","[-0.071, 0.080, -0.271, -1.202, 0.126, 0.098]"
5,1,-8.7422,-7.9501,0.856,240,584,76,20,0.992,50,0.00,113,785.89,0,0,24.562(30.702%)(0.489m),21.000(18.529%)(0.107m),20.000(17.647%)(0.000m),21.000(18.529%)(0.107m),67.076(83.845%)(5.044m),17.470(43.675%)(0.800m),40.000(100.000%)(3.214m),0.000,7716.287,56.3,0.0000,"[0.212, -0.006, 0.068, 0.334, 0.371, 0.142]","[0.347, 0.081, 0.744, 1.064, 0.530, 0.618]","[-0.027, -0.102, -0.618, -0.995, 0.084, -0.243]"
6,1,-5.4282,-7.5297,0.997,75,192,12,0,0.990,25,0.00,121,294.35,0,0,78.639(98.299%)(6.283m),113.333(100.000%)(10.000m),60.964(53.792%)(4.389m),23.200(20.470%)(0.343m),12.042(15.052%)(0.000m),40.000(100.000%)(3.214m),10.009(25.023%)(0.001m),3033.773,7607.015,59.2,0.0000,"[0.149, -0.051, 0.265, -0.515, 0.378, 0.709]","[0.275, 0.068, 0.405, 0.523, 0.578, 0.941]","[0.001, -0.175, 0.109, -1.638, 0.134, 0.476]"
7,1,-5.7301,-7.2727,1.594,158,397,18,0,0.988,40,0.00,137,578.93,0,0,11.726(14.658%)(0.000m),21.758(19.199%)(0.188m),56.573(49.917%)(3.918m),77.000(67.941%)(6.107m),57.000(71.250%)(3.964m),10.119(25.296%)(0.013m),40.000(100.000%)(3.214m),3835.215,9016.193,58.1,4.8601,"[0.472, 0.241, -0.475, 0.893, 0.595, -0.079]","[0.536, 0.454, -0.171, 1.504, 0.800, 0.434]","[0.414, 0.136, -1.129, 0.518, 0.490, -0.756]"
8,1,-2.6247,-6.6917,1.059,164,433,5,15,0.986,40,0.00,154,614.14,0,0,45.893(57.366%)(2.774m),84.403(74.474%)(6.900m),55.000(48.530%)(3.750m),25.000(22.059%)(0.536m),23.000(28.750%)(0.321m),38.627(96.566%)(3.067m),40.000(100.000%)(3.214m),0.000,2631.298,61.1,0.0000,"[0.238, 0.186, 0.153, 0.118, 0.481, 0.138]","[0.386, 0.397, 0.379, 0.805, 0.660, 0.243]","[-0.016, -0.172, -0.040, -0.883, 0.191, -0.066]"
9,1,-5.6594,-6.5770,0.941,68,169,15,0,0.984,20,0.00,161,245.54,0,0,9.317(11.646%)(0.000m),12.521(11.048%)(0.000m),17.941(15.830%)(0.000m),35.953(31.723%)(1.709m),77.067(96.334%)(6.114m),13.258(33.144%)(0.349m),40.000(100.000%)(3.214m),4033.908,7255.985,57.6,0.0000,"[0.350, 0.358, -0.077, 0.919, 0.577, -0.333]","[0.590, 0.458, 0.270, 1.168, 0.689, 0.216]","[0.227, 0.151, -0.652, 0.202, 0.116, -1.386]"
10,1,-5.4709,-6.4664,0.879,206,533,0,29,0.982,45,0.00,182,767.86,0,0,28.409(35.511%)(0.901m),58.928(51.995%)(4.171m),39.000(34.412%)(2.036m),19.000(16.765%)(0.000m),11.000(13.750%)(0.000m),20.223(50.557%)(1.095m),40.000(100.000%)(3.214m),3468.217,6611.539,59.9,0.0000,"[0.550, 0.506, 0.003, 0.734, 0.746, -0.013]","[0.972, 0.808, 0.519, 1.417, 0.944, 0.722]","[0.196, -0.379, -0.940, -1.302, 0.337, -1.384]"
11,1,-9.0303,-6.6994,0.989,248,601,32,25,0.980,50,0.00,207,981.33,0,0,26.000(32.500%)(0.643m),22.000(19.412%)(0.214m),43.000(37.941%)(2.464m),59.000(52.059%)(4.179m),50.309(62.886%)(3.247m),21.620(54.051%)(1.245m),37.133(92.832%)(2.907m),0.000,7368.177,56.1,0.0000,"[0.783, 0.907, 0.295, 1.085, 1.163, 0.338]","[1.179, 1.188, 0.940, 1.808, 1.449, 1.430]","[0.461, 0.404, -0.557, -0.531, 0.713, -1.100]"
