episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-5.9824,-5.9824,0.000,80,195,20,0,1.000,25,0.00,8,349.25,0,0,78.639(98.299%)(6.283m),100.875(89.007%)(8.665m),25.706(22.681%)(0.611m),15.328(13.525%)(0.000m),10.152(12.690%)(0.000m),40.000(100.000%)(3.214m),11.477(28.692%)(0.158m),4072.217,8637.777,56.5,0.0000,"[0.170, 0.118, 0.083, -0.017, -0.094, -0.050]","[0.185, 0.124, 0.095, -0.015, -0.080, -0.043]","[0.138, 0.114, 0.077, -0.021, -0.098, -0.060]"
2,1,-6.3353,-6.1589,0.000,87,210,17,0,0.998,25,0.00,17,262.29,0,0,77.786(97.233%)(6.191m),34.587(30.518%)(1.563m),16.921(14.931%)(0.000m),11.730(10.350%)(0.000m),8.678(10.847%)(0.000m),40.000(100.000%)(3.214m),12.185(30.463%)(0.234m),4956.979,7766.139,56.0,0.0000,"[0.173, 0.117, 0.082, -0.016, -0.095, -0.049]","[0.185, 0.121, 0.096, -0.015, -0.080, -0.043]","[0.136, 0.108, 0.076, -0.022, -0.098, -0.061]"
3,1,-5.1736,-5.8305,0.000,123,327,19,0,0.996,35,0.00,30,347.48,0,0,59.000(73.750%)(4.179m),70.000(61.765%)(5.357m),22.861(20.171%)(0.307m),14.086(12.429%)(0.000m),9.534(11.917%)(0.000m),40.000(100.000%)(3.214m),11.187(27.967%)(0.127m),1498.051,4253.979,61.6,0.0000,"[0.175, 0.111, 0.087, -0.017, -0.094, -0.048]","[0.186, 0.121, 0.095, -0.013, -0.079, -0.043]","[0.138, 0.101, 0.082, -0.024, -0.098, -0.063]"
4,1,-4.9919,-5.6208,0.000,195,497,16,0,0.994,45,0.00,50,566.48,0,0,39.000(48.750%)(2.036m),48.000(42.353%)(3.000m),51.754(45.666%)(3.402m),21.265(18.763%)(0.136m),11.732(14.665%)(0.000m),40.000(100.000%)(3.214m),10.377(25.943%)(0.040m),1320.958,4541.227,59.0,0.0000,"[0.173, 0.111, 0.085, -0.019, -0.091, -0.046]","[0.185, 0.117, 0.095, -0.014, -0.070, -0.039]","[0.135, 0.099, 0.077, -0.031, -0.099, -0.061]"
5,1,-4.3129,-5.3592,0.000,82,223,14,0,0.992,25,0.00,59,241.12,0,0,9.762(12.203%)(0.000m),13.942(12.302%)(0.000m),21.572(19.034%)(0.168m),56.088(49.490%)(3.867m),67.642(84.553%)(5.105m),12.198(30.494%)(0.235m),40.000(100.000%)(3.214m),1934.458,4428.487,62.9,0.0000,"[0.179, 0.103, 0.097, -0.021, -0.085, -0.037]","[0.186, 0.117, 0.122, -0.014, -0.063, -0.025]","[0.161, 0.080, 0.081, -0.039, -0.097, -0.044]"
6,1,-5.1248,-5.3202,2.099,131,316,20,0,0.990,30,0.00,73,581.74,0,0,72.084(90.106%)(5.580m),87.027(76.788%)(7.181m),23.818(21.016%)(0.409m),14.364(12.674%)(0.000m),9.584(11.979%)(0.000m),40.000(100.000%)(3.214m),10.969(27.423%)(0.104m),3421.804,7012.634,55.8,0.0000,"[0.168, 0.114, 0.085, -0.014, -0.092, -0.048]","[0.186, 0.117, 0.097, -0.011, -0.073, -0.042]","[0.118, 0.107, 0.081, -0.016, -0.097, -0.064]"
7,1,-7.7195,-5.6629,2.052,227,555,23,25,0.988,45,0.00,96,815.74,0,0,23.000(28.750%)(0.321m),26.000(22.941%)(0.643m),49.000(43.235%)(3.107m),82.474(72.771%)(6.694m),43.910(54.887%)(2.562m),40.000(100.000%)(3.214m),36.037(90.093%)(2.790m),17.832,2824.388,56.6,0.0000,"[0.109, 0.083, 0.100, -0.002, -0.072, -0.044]","[0.152, 0.102, 0.119, 0.007, -0.033, -0.028]","[0.073, 0.061, 0.088, -0.015, -0.083, -0.052]"
8,1,-5.9697,-5.7013,2.020,79,193,17,0,0.986,25,0.00,104,263.24,0,0,77.786(97.233%)(6.191m),49.156(43.373%)(3.124m),20.198(17.821%)(0.021m),13.279(11.717%)(0.000m),9.418(11.773%)(0.000m),40.000(100.000%)(3.214m),12.072(30.179%)(0.222m),3855.997,8135.422,56.4,0.0000,"[0.061, 0.070, 0.109, 0.008, -0.057, -0.055]","[0.073, 0.073, 0.112, 0.014, -0.051, -0.049]","[0.044, 0.066, 0.103, -0.005, -0.067, -0.066]"
9,1,-7.1241,-5.8594,1.672,139,335,16,0,0.984,35,0.00,118,505.71,0,0,10.002(12.502%)(0.000m),15.215(13.425%)(0.000m),25.817(22.780%)(0.623m),86.000(75.883%)(7.071m),77.067(96.334%)(6.114m),11.169(27.921%)(0.125m),40.000(100.000%)(3.214m),4189.368,8927.539,55.7,0.0000,"[0.035, 0.049, 0.122, 0.003, -0.031, -0.040]","[0.050, 0.061, 0.132, 0.015, -0.021, -0.025]","[0.020, 0.035, 0.116, -0.021, -0.044, -0.048]"
10,1,-7.0526,-5.9787,1.852,219,538,54,0,0.982,45,0.00,140,828.01,0,0,10.234(12.792%)(0.000m),15.338(13.534%)(0.000m),25.434(22.442%)(0.582m),40.000(35.294%)(2.143m),37.000(46.250%)(1.821m),11.714(29.284%)(0.184m),40.000(100.000%)(3.214m),711.362,3951.648,56.8,0.0000,"[-0.021, 0.046, 0.121, 0.008, -0.043, -0.045]","[0.006, 0.051, 0.134, 0.016, -0.028, -0.031]","[-0.043, 0.034, 0.110, -0.023, -0.058, -0.057]"
