episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-3.2030,-3.2030,0.000,97,264,19,0,1.000,30,0.00,10,291.13,0,0,69.000(86.250%)(5.250m),94.000(82.941%)(7.929m),44.010(38.832%)(2.572m),19.664(17.351%)(0.000m),11.211(14.014%)(0.000m),40.000(100.000%)(3.214m),10.291(25.726%)(0.031m),1745.631,4682.907,62.9,0.0000,"[-0.031, 0.121, 0.030, -0.043, -0.004, 0.133]","[-0.015, 0.124, 0.039, -0.026, 0.018, 0.139]","[-0.043, 0.119, 0.022, -0.047, -0.025, 0.128]"
2,1,-3.9853,-3.5941,0.000,161,419,26,0,0.998,40,0.00,27,398.09,0,0,49.000(61.250%)(3.107m),89.000(78.530%)(7.393m),105.211(92.834%)(9.130m),26.811(23.656%)(0.730m),12.779(15.974%)(0.000m),40.000(100.000%)(3.214m),9.843(24.608%)(0.000m),3208.219,6433.714,60.3,0.0000,"[-0.034, 0.119, 0.028, -0.040, -0.008, 0.132]","[-0.015, 0.126, 0.039, -0.030, 0.018, 0.138]","[-0.050, 0.109, 0.021, -0.046, -0.027, 0.128]"
3,1,-5.3958,-4.1947,0.000,122,303,17,0,0.996,30,0.00,40,323.64,0,0,78.639(98.299%)(6.283m),98.000(86.471%)(8.357m),54.788(48.343%)(3.727m),21.261(18.760%)(0.135m),11.458(14.323%)(0.000m),40.000(100.000%)(3.214m),9.888(24.719%)(0.000m),3700.336,7110.493,57.4,0.0000,"[-0.026, 0.120, 0.030, -0.042, -0.000, 0.130]","[-0.015, 0.125, 0.039, -0.031, 0.018, 0.135]","[-0.042, 0.115, 0.022, -0.045, -0.025, 0.127]"
4,1,-4.5296,-4.2784,0.000,97,238,17,0,0.994,25,0.00,50,230.18,0,0,77.786(97.233%)(6.191m),99.076(87.420%)(8.472m),25.247(22.277%)(0.562m),15.055(13.284%)(0.000m),9.971(12.464%)(0.000m),40.000(100.000%)(3.214m),11.272(28.181%)(0.136m),3851.144,7569.696,56.8,0.0000,"[-0.024, 0.119, 0.030, -0.041, 0.001, 0.130]","[-0.015, 0.121, 0.039, -0.025, 0.018, 0.133]","[-0.035, 0.114, 0.022, -0.046, -0.024, 0.127]"
5,1,-6.0812,-4.6390,0.000,111,272,18,0,0.992,30,0.00,62,241.08,0,0,9.467(11.834%)(0.000m),14.189(12.520%)(0.000m),23.528(20.760%)(0.378m),85.969(75.855%)(7.068m),67.642(84.553%)(5.105m),10.836(27.090%)(0.090m),40.000(100.000%)(3.214m),3837.210,7139.333,56.7,0.0000,"[-0.019, 0.108, 0.028, -0.039, 0.009, 0.126]","[-0.012, 0.121, 0.039, -0.027, 0.018, 0.130]","[-0.023, 0.079, -0.000, -0.046, -0.019, 0.113]"
6,1,-3.4626,-4.4429,1.629,130,318,15,0,0.990,35,0.00,75,450.25,0,0,66.165(82.707%)(4.946m),50.824(44.845%)(3.303m),20.883(18.426%)(0.095m),13.730(12.115%)(0.000m),9.738(12.172%)(0.000m),40.000(100.000%)(3.214m),12.481(31.203%)(0.266m),3419.733,6181.816,56.6,3.5061,"[0.036, -0.001, -0.148, 0.043, 0.110, -0.093]","[0.060, 0.120, 0.039, 0.127, 0.187, 0.130]","[-0.016, -0.142, -0.369, -0.045, 0.017, -0.332]"
7,1,-6.0490,-4.6723,1.242,144,348,17,0,0.988,35,0.00,90,369.12,0,0,9.673(12.091%)(0.000m),14.605(12.887%)(0.000m),24.493(21.611%)(0.481m),83.000(73.236%)(6.750m),75.000(93.750%)(5.893m),10.935(27.338%)(0.100m),40.000(100.000%)(3.214m),3657.519,7670.512,55.9,0.6998,"[-0.052, -0.452, -0.576, 0.225, 0.396, -0.734]","[0.076, -0.259, -0.386, 0.275, 0.467, -0.505]","[-0.157, -0.576, -0.678, 0.157, 0.284, -0.864]"
8,1,-3.8667,-4.5716,1.359,139,341,17,0,0.986,35,0.00,104,371.67,0,0,10.878(13.598%)(0.000m),17.985(15.869%)(0.000m),35.372(31.210%)(1.647m),98.000(86.471%)(8.357m),72.000(90.000%)(5.571m),10.746(26.866%)(0.080m),40.000(100.000%)(3.214m),4016.287,9051.512,56.8,0.0000,"[-0.148, -0.312, -0.259, 0.191, 0.325, -0.549]","[-0.121, -0.220, -0.164, 0.201, 0.483, -0.461]","[-0.180, -0.477, -0.397, 0.183, 0.126, -0.645]"
9,1,-6.5428,-4.7907,1.026,184,474,28,20,0.984,45,0.00,123,560.11,0,0,54.859(68.574%)(3.735m),27.000(23.824%)(0.750m),22.000(19.412%)(0.214m),20.000(17.647%)(0.000m),21.000(26.250%)(0.107m),40.000(100.000%)(3.214m),29.605(74.012%)(2.101m),0.000,5495.654,59.6,0.0000,"[-0.181, -0.331, -0.557, 0.203, 0.298, -0.710]","[-0.008, -0.183, -0.052, 0.247, 0.444, -0.319]","[-0.717, -0.627, -1.767, 0.019, -0.194, -1.275]"
10,1,-5.5498,-4.8666,0.619,157,384,16,0,0.982,35,0.00,139,450.58,0,0,66.000(82.500%)(4.929m),82.000(72.353%)(6.643m),34.229(30.202%)(1.524m),17.718(15.634%)(0.000m),10.815(13.519%)(0.000m),40.000(100.000%)(3.214m),10.815(27.037%)(0.087m),5164.863,10060.610,56.6,0.8278,"[-0.232, -0.261, -0.469, 0.111, 0.349, -0.397]","[0.171, 0.016, 0.367, 0.262, 0.623, 0.172]","[-2.076, -1.461, -3.983, -0.595, -0.877, -3.230]"
