episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-7.0168,-7.0168,0.000,239,595,20,0,1.000,50,0.00,24,739.87,0,0,33.000(41.250%)(1.393m),49.000(43.235%)(3.107m),52.595(46.408%)(3.492m),20.933(18.470%)(0.100m),11.416(14.270%)(0.000m),40.000(100.000%)(3.214m),9.974(24.934%)(0.000m),3632.939,7825.971,57.7,0.0000,"[0.044, 0.085, 0.077, 0.164, -0.036, 0.090]","[0.059, 0.090, 0.088, 0.170, -0.025, 0.105]","[0.033, 0.077, 0.061, 0.154, -0.059, 0.063]"
2,1,-5.3345,-6.1756,0.000,229,562,46,26,0.998,45,0.00,47,664.90,0,0,22.000(27.500%)(0.214m),25.000(22.059%)(0.536m),33.000(29.118%)(1.393m),45.000(39.706%)(2.679m),44.567(55.709%)(2.632m),40.000(100.000%)(3.214m),36.181(90.453%)(2.805m),0.000,3015.276,56.8,5.3480,"[0.043, 0.086, 0.080, 0.164, -0.036, 0.094]","[0.066, 0.105, 0.087, 0.170, -0.028, 0.106]","[0.032, 0.075, 0.060, 0.153, -0.061, 0.077]"
3,1,-7.0266,-6.4593,0.667,244,588,78,18,0.996,50,0.00,72,946.97,0,0,54.209(67.761%)(3.665m),20.000(17.647%)(0.000m),20.000(17.647%)(0.000m),21.000(18.529%)(0.107m),67.684(84.605%)(5.109m),39.543(98.859%)(3.165m),40.000(100.000%)(3.214m),0.000,3047.706,55.7,0.0000,"[0.025, 0.082, 0.064, 0.154, -0.046, 0.108]","[0.041, 0.090, 0.088, 0.170, -0.030, 0.159]","[-0.036, 0.058, -0.039, 0.105, -0.098, 0.083]"
4,1,-6.8430,-6.5552,0.892,71,171,20,0,0.994,20,0.00,80,268.04,0,0,78.639(98.299%)(6.283m),88.263(77.880%)(7.314m),24.156(21.314%)(0.445m),14.568(12.854%)(0.000m),9.720(12.150%)(0.000m),40.000(100.000%)(3.214m),11.125(27.813%)(0.121m),4968.105,9816.702,55.6,0.0000,"[-0.052, 0.047, -0.094, 0.106, -0.084, 0.220]","[-0.040, 0.062, -0.066, 0.126, -0.042, 0.243]","[-0.064, 0.027, -0.120, 0.079, -0.103, 0.165]"
5,1,-3.6122,-5.9666,1.135,211,529,16,0,0.992,45,0.00,102,780.56,0,0,11.515(14.394%)(0.000m),20.639(18.211%)(0.069m),48.758(43.022%)(3.081m),60.000(52.941%)(4.286m),39.000(48.750%)(2.036m),10.312(25.781%)(0.033m),40.000(100.000%)(3.214m),1197.645,5011.991,58.0,0.0000,"[0.059, 0.050, -0.226, 0.082, -0.094, 0.378]","[0.218, 0.152, -0.172, 0.155, -0.037, 0.430]","[-0.023, 0.001, -0.256, 0.021, -0.158, 0.319]"
6,1,-7.1488,-6.1637,1.318,77,184,22,0,0.990,25,0.00,110,251.75,0,0,78.639(98.299%)(6.283m),113.333(100.000%)(10.000m),29.544(26.068%)(1.023m),16.059(14.170%)(0.000m),10.062(12.578%)(0.000m),40.000(100.000%)(3.214m),10.438(26.096%)(0.047m),4599.124,10179.243,55.3,0.0000,"[0.119, 0.123, -0.249, -0.025, 0.059, 0.501]","[0.221, 0.138, -0.199, 0.103, 0.073, 0.540]","[-0.079, 0.087, -0.264, -0.276, 0.042, 0.393]"
7,1,-6.1906,-6.1675,1.426,119,291,17,0,0.988,30,0.00,122,422.22,0,0,78.639(98.299%)(6.283m),96.000(84.706%)(8.143m),50.109(44.214%)(3.226m),20.589(18.167%)(0.063m),11.359(14.199%)(0.000m),40.000(100.000%)(3.214m),10.047(25.119%)(0.005m),4968.105,10221.354,56.7,0.0000,"[0.188, 0.197, -0.401, -0.045, 0.216, 0.635]","[0.363, 0.221, -0.347, 0.212, 0.245, 0.656]","[-0.117, 0.129, -0.457, -0.481, 0.154, 0.569]"
8,1,-7.0807,-6.2817,1.755,83,201,20,0,0.986,25,0.00,131,294.40,0,0,78.639(98.299%)(6.283m),97.418(85.957%)(8.295m),24.825(21.904%)(0.517m),14.803(13.061%)(0.000m),9.804(12.255%)(0.000m),40.000(100.000%)(3.214m),11.084(27.709%)(0.116m),4196.329,9324.783,56.1,0.0000,"[0.331, 0.258, -0.443, 0.064, 0.335, 0.771]","[0.549, 0.348, -0.368, 0.337, 0.432, 0.837]","[-0.214, 0.019, -0.526, -0.613, 0.208, 0.620]"
9,1,-3.1562,-5.9344,1.149,201,504,28,13,0.984,45,0.00,152,772.70,0,0,53.200(66.500%)(3.557m),109.987(97.048%)(9.641m),20.000(17.647%)(0.000m),21.000(18.529%)(0.107m),67.642(84.553%)(5.105m),38.793(96.983%)(3.085m),40.000(100.000%)(3.214m),0.000,2648.779,58.1,0.0000,"[0.718, 0.295, -0.255, 0.689, 0.833, 1.067]","[0.897, 0.407, 0.051, 0.903, 1.148, 1.206]","[0.465, 0.148, -0.426, 0.518, 0.567, 0.946]"
10,1,-5.6419,-5.9051,1.179,192,473,18,0,0.982,40,0.00,172,660.78,0,0,10.531(13.164%)(0.000m),17.253(15.223%)(0.000m),33.330(29.409%)(1.428m),64.000(56.471%)(4.714m),50.000(62.500%)(3.214m),10.531(26.328%)(0.057m),40.000(100.000%)(3.214m),2801.564,7514.702,57.0,0.0000,"[1.070, 0.843, 0.168, 1.370, 1.027, 1.286]","[1.237, 1.080, 0.306, 1.668, 1.282, 1.402]","[0.955, 0.603, -0.269, 1.057, 0.699, 1.149]"
