episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-6.5478,-6.5478,0.000,81,196,16,0,1.000,25,0.00,9,346.64,0,0,77.786(97.233%)(6.191m),54.066(47.706%)(3.650m),21.518(18.987%)(0.163m),14.029(12.379%)(0.000m),9.887(12.358%)(0.000m),40.000(100.000%)(3.214m),12.511(31.278%)(0.269m),3855.997,8688.178,56.1,0.0000,"[-0.089, 0.103, 0.006, -0.102, -0.017, -0.128]","[-0.084, 0.106, 0.009, -0.083, -0.008, -0.108]","[-0.092, 0.099, 0.003, -0.110, -0.024, -0.135]"
2,1,-6.3534,-6.4506,0.000,76,186,17,0,0.998,25,0.00,17,246.36,0,0,9.434(11.793%)(0.000m),13.654(12.047%)(0.000m),21.514(18.983%)(0.162m),60.400(53.294%)(4.329m),77.067(96.334%)(6.114m),11.494(28.735%)(0.160m),40.000(100.000%)(3.214m),4097.013,9108.791,56.6,0.0000,"[-0.096, 0.098, 0.001, -0.098, -0.016, -0.126]","[-0.092, 0.104, 0.007, -0.081, -0.003, -0.104]","[-0.102, 0.079, -0.010, -0.110, -0.023, -0.135]"
3,1,-7.1715,-6.6909,0.000,199,488,22,0,0.996,45,0.00,37,512.64,0,0,49.000(61.250%)(3.107m),59.000(52.059%)(4.179m),47.157(41.609%)(2.910m),19.961(17.613%)(0.000m),11.137(13.921%)(0.000m),40.000(100.000%)(3.214m),9.974(24.934%)(0.000m),2468.525,6173.273,56.7,0.0000,"[-0.090, 0.104, 0.007, -0.102, -0.018, -0.130]","[-0.084, 0.109, 0.011, -0.084, -0.005, -0.113]","[-0.094, 0.100, 0.003, -0.110, -0.027, -0.136]"
4,1,-4.2470,-6.0799,0.000,240,603,0,37,0.994,50,0.00,61,718.69,0,0,13.000(16.250%)(0.000m),27.000(23.824%)(0.750m),83.000(73.236%)(6.750m),68.675(60.595%)(5.215m),34.043(42.554%)(1.505m),40.000(100.000%)(3.214m),24.524(61.309%)(1.556m),2221.452,6374.463,58.2,0.0000,"[-0.090, 0.104, 0.007, -0.099, -0.015, -0.129]","[-0.084, 0.112, 0.013, -0.079, 0.002, -0.114]","[-0.096, 0.092, 0.002, -0.110, -0.029, -0.137]"
5,1,-5.7811,-6.0202,1.299,252,619,57,0,0.992,50,0.00,87,1151.89,0,0,40.000(50.000%)(2.143m),71.000(62.647%)(5.464m),86.066(75.941%)(7.079m),25.104(22.150%)(0.547m),12.506(15.633%)(0.000m),40.000(100.000%)(3.214m),10.009(25.024%)(0.001m),2305.968,8154.538,56.8,5.7099,"[-0.204, -0.143, -0.532, -0.013, 0.147, 0.023]","[-0.089, 0.106, 0.006, 0.160, 0.438, 0.224]","[-0.340, -0.344, -1.128, -0.110, -0.023, -0.135]"
6,1,-6.3765,-6.0796,1.233,90,217,16,0,0.990,25,0.00,96,302.02,0,0,78.639(98.299%)(6.283m),102.919(90.812%)(8.884m),26.227(23.141%)(0.667m),15.639(13.799%)(0.000m),10.358(12.947%)(0.000m),40.000(100.000%)(3.214m),11.710(29.274%)(0.183m),4769.714,9210.036,55.7,0.0000,"[-0.022, -0.055, -1.164, 0.300, 0.618, 0.392]","[0.032, 0.082, -1.119, 0.374, 0.684, 0.427]","[-0.096, -0.244, -1.273, 0.249, 0.542, 0.347]"
7,1,-6.8331,-6.1872,1.423,102,245,16,0,0.988,30,0.00,107,430.56,0,0,77.786(97.233%)(6.191m),113.333(100.000%)(10.000m),32.154(28.371%)(1.302m),17.208(15.184%)(0.000m),10.691(13.363%)(0.000m),40.000(100.000%)(3.214m),10.955(27.388%)(0.102m),4760.221,10116.542,55.6,0.0000,"[-0.017, 0.267, -1.031, 0.495, 0.862, 0.635]","[0.184, 0.370, -0.868, 0.602, 0.903, 0.672]","[-0.310, 0.118, -1.211, 0.462, 0.817, 0.606]"
8,1,-4.1147,-5.9282,1.238,136,335,17,0,0.986,35,0.00,121,472.04,0,0,10.365(12.957%)(0.000m),15.650(13.809%)(0.000m),26.246(23.158%)(0.669m),87.000(76.765%)(7.179m),67.720(84.650%)(5.113m),11.718(29.295%)(0.184m),40.000(100.000%)(3.214m),2629.798,5452.185,57.0,0.9830,"[0.130, 0.499, -0.693, 0.887, 1.121, 1.010]","[0.407, 0.617, -0.448, 1.335, 1.450, 1.150]","[-0.640, 0.398, -1.620, 0.648, 0.931, 0.839]"
9,1,-4.2711,-5.7440,1.112,141,352,18,0,0.984,35,0.00,136,498.07,0,0,66.048(82.560%)(4.934m),81.000(71.471%)(6.536m),32.808(28.948%)(1.372m),16.982(14.985%)(0.000m),10.366(12.957%)(0.000m),40.000(100.000%)(3.214m),10.366(25.915%)(0.039m),2430.597,6346.060,57.8,0.0000,"[0.243, 0.673, -0.405, 1.267, 1.417, 1.206]","[0.931, 0.722, 0.066, 1.652, 1.881, 1.289]","[-2.809, 0.480, -2.608, 1.082, 1.299, 1.136]"
10,1,-5.1248,-5.6821,1.334,87,230,16,0,0.982,25,0.00,145,343.56,0,0,10.812(13.515%)(0.000m),18.214(16.072%)(0.000m),37.230(32.850%)(1.846m),110.000(97.059%)(9.643m),77.067(96.334%)(6.114m),10.423(26.056%)(0.045m),40.000(100.000%)(3.214m),2577.048,6198.635,61.1,0.0000,"[0.475, 0.666, -0.258, 1.732, 1.717, 1.579]","[1.087, 0.931, 0.425, 2.096, 1.795, 1.650]","[-0.195, 0.054, -1.896, 1.550, 1.628, 1.514]"
