episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-5.4017,-5.4017,0.000,80,196,23,0,1.000,50,0.00,8,211.00,0,0,17.270(21.588%)(0.000m),28.294(24.965%)(0.889m),54.659(48.229%)(3.713m),113.333(100.000%)(10.000m),77.067(96.334%)(6.114m),17.270(43.175%)(0.779m),40.000(100.000%)(3.214m),6241.536,7555.444,56.8,0.0000,"[-0.023, -0.018, 0.042, 0.015, -0.018, 0.003]","[-0.017, -0.011, 0.054, 0.021, -0.003, 0.007]","[-0.034, -0.025, 0.027, -0.001, -0.037, -0.003]"
2,1,-6.0828,-5.7423,0.000,133,319,20,0,0.998,60,0.00,22,52.13,0,0,66.497(83.121%)(4.982m),105.000(92.647%)(9.107m),37.345(32.951%)(1.858m),19.331(17.057%)(0.000m),11.799(14.749%)(0.000m),40.000(100.000%)(3.214m),11.799(29.498%)(0.193m),7092.047,8853.810,55.4,0.0000,"[-0.015, -0.019, 0.055, 0.021, -0.003, 0.000]","[-0.003, -0.011, 0.062, 0.031, 0.008, 0.003]","[-0.022, -0.049, 0.045, 0.006, -0.021, -0.005]"
3,1,-6.9116,-6.1320,0.000,121,291,26,0,0.996,60,0.00,35,46.38,0,0,78.639(98.299%)(6.283m),105.000(92.647%)(9.107m),53.398(47.116%)(3.578m),21.252(18.752%)(0.134m),11.590(14.488%)(0.000m),40.000(100.000%)(3.214m),10.126(25.315%)(0.014m),5788.648,8789.545,55.6,0.0000,"[-0.015, -0.027, 0.062, 0.022, 0.004, -0.004]","[-0.006, -0.011, 0.074, 0.029, 0.011, 0.004]","[-0.024, -0.046, 0.053, 0.005, -0.015, -0.013]"
4,1,-7.1725,-6.3922,0.000,184,444,17,0,0.994,70,0.00,54,84.35,0,0,13.031(16.289%)(0.000m),21.544(19.010%)(0.165m),42.371(37.387%)(2.397m),87.000(76.765%)(7.179m),77.067(96.334%)(6.114m),12.873(32.182%)(0.308m),40.000(100.000%)(3.214m),6689.154,8523.896,55.8,0.0000,"[-0.022, -0.017, 0.046, 0.015, -0.014, 0.001]","[-0.016, -0.011, 0.054, 0.022, -0.003, 0.007]","[-0.038, -0.028, 0.019, -0.009, -0.047, -0.005]"
5,1,-5.6803,-6.2498,0.000,95,240,16,0,0.992,55,0.00,64,53.55,0,0,78.639(98.299%)(6.283m),102.000(90.000%)(8.786m),43.785(38.634%)(2.548m),22.665(19.998%)(0.286m),13.834(17.293%)(0.000m),40.000(100.000%)(3.214m),13.834(34.586%)(0.411m),3958.803,4516.783,58.4,0.0000,"[-0.012, -0.025, 0.055, 0.025, -0.001, -0.003]","[-0.003, -0.011, 0.062, 0.033, 0.007, 0.003]","[-0.018, -0.055, 0.042, 0.013, -0.018, -0.012]"
6,1,-7.8373,-6.5144,0.000,254,666,65,14,0.990,85,0.00,90,124.05,0,0,42.692(53.365%)(2.431m),22.000(19.412%)(0.214m),21.000(18.529%)(0.107m),36.000(31.765%)(1.714m),20.379(25.474%)(0.041m),30.909(77.273%)(2.240m),15.900(39.750%)(0.632m),0.000,2194.923,60.7,0.0000,"[-0.014, -0.025, 0.044, 0.020, -0.016, -0.002]","[0.001, -0.010, 0.054, 0.032, -0.003, 0.005]","[-0.022, -0.049, 0.019, -0.000, -0.037, -0.009]"
7,1,-7.4134,-6.6428,0.000,332,832,0,17,0.988,85,0.00,124,156.71,0,0,28.000(35.000%)(0.857m),21.000(18.529%)(0.107m),60.000(52.941%)(4.286m),64.000(56.471%)(4.714m),41.314(51.643%)(2.284m),35.962(89.905%)(2.782m),29.952(74.880%)(2.138m),0.000,5337.817,58.0,0.0000,"[-0.014, -0.018, 0.051, 0.023, -0.006, -0.001]","[-0.006, -0.011, 0.060, 0.032, 0.004, 0.008]","[-0.022, -0.026, 0.029, 0.014, -0.030, -0.009]"
8,1,-7.0778,-6.6972,0.000,257,620,15,0,0.986,80,0.00,150,123.17,0,0,66.499(83.123%)(4.982m),70.000(61.765%)(5.357m),64.715(57.102%)(4.791m),25.757(22.727%)(0.617m),14.047(17.558%)(0.000m),40.000(100.000%)(3.214m),12.272(30.680%)(0.243m),3725.790,6242.931,55.8,0.0000,"[-0.016, -0.021, 0.056, 0.021, -0.003, -0.002]","[-0.011, -0.011, 0.061, 0.025, 0.003, 0.005]","[-0.025, -0.045, 0.049, 0.005, -0.016, -0.009]"
9,1,-5.6207,-6.5776,0.000,153,382,22,0,0.984,70,0.00,166,59.09,0,0,13.298(16.622%)(0.000m),27.083(23.897%)(0.759m),78.091(68.904%)(6.224m),84.000(74.118%)(6.857m),77.067(96.334%)(6.114m),10.508(26.271%)(0.054m),40.000(100.000%)(3.214m),4067.311,5829.154,57.7,0.0000,"[-0.021, -0.021, 0.043, 0.015, -0.016, -0.001]","[-0.017, -0.011, 0.054, 0.021, -0.003, 0.004]","[-0.029, -0.026, 0.026, 0.002, -0.028, -0.006]"
10,1,-6.8582,-6.6056,0.000,99,238,19,0,0.982,55,0.00,176,38.21,0,0,78.639(98.299%)(6.283m),112.000(98.824%)(9.857m),53.169(46.914%)(3.554m),27.522(24.285%)(0.806m),16.799(20.999%)(0.000m),40.000(100.000%)(3.214m),16.799(41.998%)(0.729m),7725.193,10208.675,55.6,0.0000,"[-0.014, -0.024, 0.060, 0.023, 0.002, -0.003]","[-0.007, -0.011, 0.071, 0.028, 0.010, 0.003]","[-0.018, -0.041, 0.054, 0.013, -0.011, -0.011]"
11,1,-7.3345,-6.6719,0.000,141,342,21,0,0.980,65,0.00,191,81.74,0,0,77.786(97.233%)(6.191m),97.000(85.588%)(8.250m),33.886(29.900%)(1.488m),17.230(15.203%)(0.000m),10.422(13.027%)(0.000m),40.000(100.000%)(3.214m),10.295(25.738%)(0.032m),4054.965,7064.104,56.2,0.0000,"[-0.015, -0.021, 0.055, 0.022, -0.002, -0.000]","[-0.011, -0.011, 0.061, 0.026, 0.006, 0.004]","[-0.021, -0.056, 0.037, 0.006, -0.025, -0.009]"
12,1,-4.5203,-6.4926,0.000,161,404,23,0,0.978,70,0.00,208,93.50,0,0,72.477(90.596%)(5.623m),80.000(70.588%)(6.429m),35.431(31.263%)(1.653m),18.015(15.896%)(0.000m),10.897(13.621%)(0.000m),40.000(100.000%)(3.214m),10.764(26.911%)(0.082m),4569.001,5637.902,58.1,0.0000,"[-0.013, -0.021, 0.051, 0.022, -0.007, -0.001]","[-0.005, -0.011, 0.056, 0.030, 0.003, 0.003]","[-0.026, -0.050, 0.039, 0.001, -0.026, -0.006]"
13,1,-6.4693,-6.4908,0.000,69,166,19,0,0.976,45,0.00,215,51.94,0,0,18.315(22.894%)(0.000m),25.823(22.785%)(0.624m),39.276(34.656%)(2.065m),95.589(84.344%)(8.099m),77.067(96.334%)(6.114m),23.474(58.686%)(1.444m),40.000(100.000%)(3.214m),6617.672,9669.610,55.7,0.0000,"[-0.023, -0.017, 0.043, 0.015, -0.017, 0.004]","[-0.018, -0.011, 0.054, 0.021, -0.003, 0.009]","[-0.036, -0.027, 0.025, 0.002, -0.044, -0.001]"
14,1,-5.6939,-6.4339,0.000,88,219,15,0,0.974,55,0.00,224,35.30,0,0,18.356(22.944%)(0.000m),27.511(24.275%)(0.805m),45.618(40.252%)(2.745m),113.333(100.000%)(10.000m),77.067(96.334%)(6.114m),21.010(52.524%)(1.180m),40.000(100.000%)(3.214m),3461.035,4727.538,57.5,0.0000,"[-0.021, -0.018, 0.044, 0.016, -0.016, 0.001]","[-0.018, -0.011, 0.054, 0.021, -0.003, 0.004]","[-0.031, -0.029, 0.023, 0.003, -0.044, -0.004]"
15,1,-6.6292,-6.4469,0.000,92,221,25,0,0.972,55,0.00,234,56.99,0,0,11.167(13.958%)(0.000m),18.462(16.290%)(0.000m),36.309(32.037%)(1.747m),113.333(100.000%)(10.000m),76.230(95.288%)(6.025m),11.031(27.578%)(0.110m),40.000(100.000%)(3.214m),10866.436,11059.719,55.6,0.0000,"[-0.024, -0.017, 0.042, 0.013, -0.018, 0.003]","[-0.017, -0.011, 0.054, 0.021, -0.003, 0.009]","[-0.040, -0.029, 0.023, -0.011, -0.046, -0.003]"
