episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-4.8757,-4.8757,0.000,104,249,22,0,1.000,55,0.00,11,237.43,0,0,77.786(97.233%)(6.191m),113.000(99.706%)(9.964m),32.125(28.345%)(1.299m),18.932(16.705%)(0.000m),12.446(15.557%)(0.000m),40.000(100.000%)(3.214m),13.897(34.743%)(0.418m),7790.780,9795.631,55.4,0.0000,"[-0.026, -0.019, 0.214, 0.137, 0.035, 0.142]","[-0.024, -0.014, 0.225, 0.142, 0.039, 0.145]","[-0.028, -0.031, 0.210, 0.130, 0.032, 0.138]"
2,1,-4.0232,-4.4495,0.000,277,684,91,0,0.998,80,0.00,39,214.81,0,0,14.463(18.078%)(0.000m),29.901(26.383%)(1.061m),53.000(46.765%)(3.536m),49.000(43.235%)(3.107m),77.067(96.334%)(6.114m),11.284(28.210%)(0.138m),40.000(100.000%)(3.214m),2383.759,3811.596,57.2,0.0000,"[-0.040, -0.024, 0.209, 0.149, 0.044, 0.126]","[-0.026, -0.014, 0.220, 0.164, 0.066, 0.142]","[-0.062, -0.044, 0.197, 0.140, 0.034, 0.102]"
3,1,-3.2707,-4.0565,0.000,369,893,195,0,0.996,85,0.00,76,258.44,0,0,69.000(86.250%)(5.250m),39.000(34.412%)(2.036m),42.000(37.059%)(2.357m),29.195(25.760%)(0.985m),17.980(22.475%)(0.000m),40.000(100.000%)(3.214m),17.965(44.913%)(0.853m),1585.958,4318.265,56.0,0.0000,"[-0.027, -0.021, 0.215, 0.137, 0.037, 0.143]","[-0.022, -0.014, 0.224, 0.146, 0.048, 0.151]","[-0.047, -0.041, 0.208, 0.129, 0.032, 0.123]"
4,1,-3.1161,-3.8214,0.000,230,599,52,0,0.994,80,0.00,99,184.87,0,0,61.706(77.133%)(4.469m),36.000(31.765%)(1.714m),40.000(35.294%)(2.143m),27.019(23.840%)(0.752m),16.342(20.428%)(0.000m),40.000(100.000%)(3.214m),16.144(40.360%)(0.658m),841.011,1259.774,60.3,0.0000,"[-0.031, -0.022, 0.220, 0.145, 0.041, 0.141]","[-0.025, -0.014, 0.233, 0.152, 0.048, 0.149]","[-0.043, -0.041, 0.210, 0.132, 0.032, 0.124]"
5,1,-5.3431,-4.1258,0.000,96,239,24,0,0.992,55,0.00,109,64.23,0,0,66.430(83.037%)(4.975m),77.223(68.138%)(6.131m),32.688(28.843%)(1.359m),21.669(19.120%)(0.179m),15.465(19.332%)(0.000m),40.000(100.000%)(3.214m),20.078(50.195%)(1.080m),5641.301,7184.129,57.7,0.0000,"[-0.028, -0.020, 0.216, 0.140, 0.037, 0.141]","[-0.025, -0.014, 0.224, 0.146, 0.040, 0.149]","[-0.033, -0.039, 0.207, 0.131, 0.032, 0.134]"
6,1,-5.0168,-4.2743,0.000,105,269,14,0,0.990,60,0.00,120,60.10,0,0,14.409(18.011%)(0.000m),23.396(20.644%)(0.364m),44.434(39.207%)(2.618m),94.000(82.941%)(7.929m),77.067(96.334%)(6.114m),14.586(36.465%)(0.491m),40.000(100.000%)(3.214m),3415.166,5099.847,59.2,0.0000,"[-0.043, -0.025, 0.214, 0.149, 0.045, 0.129]","[-0.026, -0.014, 0.229, 0.156, 0.057, 0.141]","[-0.068, -0.045, 0.205, 0.140, 0.034, 0.099]"
7,1,-5.4433,-4.4413,0.000,132,324,19,0,0.988,65,0.00,134,104.95,0,0,66.499(83.123%)(4.982m),51.973(45.858%)(3.426m),22.000(19.412%)(0.214m),14.584(12.868%)(0.000m),10.408(13.011%)(0.000m),40.000(100.000%)(3.214m),13.513(33.782%)(0.376m),4391.078,4995.910,56.7,0.0000,"[-0.027, -0.018, 0.215, 0.140, 0.037, 0.141]","[-0.025, -0.013, 0.232, 0.144, 0.047, 0.150]","[-0.033, -0.040, 0.207, 0.134, 0.033, 0.132]"
8,1,-5.6231,-4.5890,0.000,171,412,25,0,0.986,70,0.00,152,137.42,0,0,75.528(94.409%)(5.949m),85.295(75.261%)(6.996m),23.344(20.598%)(0.358m),14.078(12.422%)(0.000m),9.393(11.741%)(0.000m),40.000(100.000%)(3.214m),10.751(26.878%)(0.080m),6151.040,7342.649,55.7,0.0000,"[-0.026, -0.018, 0.214, 0.138, 0.035, 0.142]","[-0.025, -0.014, 0.224, 0.142, 0.038, 0.148]","[-0.032, -0.035, 0.209, 0.133, 0.032, 0.134]"
9,1,-3.8135,-4.5028,0.000,207,500,45,0,0.984,75,0.00,173,183.06,0,0,14.735(18.418%)(0.000m),24.140(21.300%)(0.444m),46.635(41.149%)(2.854m),87.000(76.765%)(7.179m),53.187(66.484%)(3.556m),14.735(36.837%)(0.507m),38.780(96.950%)(3.084m),6395.717,7704.037,55.9,0.0000,"[-0.033, -0.019, 0.212, 0.141, 0.038, 0.135]","[-0.025, -0.014, 0.217, 0.155, 0.058, 0.148]","[-0.066, -0.046, 0.200, 0.133, 0.032, 0.095]"
10,1,-3.3921,-4.3918,0.000,433,1053,83,26,0.982,90,0.00,217,324.43,0,0,27.000(33.750%)(0.750m),27.000(23.824%)(0.750m),23.956(21.138%)(0.424m),15.750(13.897%)(0.000m),11.171(13.963%)(0.000m),28.988(72.470%)(2.034m),14.318(35.794%)(0.463m),466.658,4212.080,56.3,0.0000,"[-0.036, -0.022, 0.213, 0.145, 0.041, 0.132]","[-0.024, -0.011, 0.226, 0.154, 0.063, 0.152]","[-0.055, -0.047, 0.197, 0.133, 0.032, 0.114]"
