episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-5.0468,-5.0468,0.000,90,214,22,0,1.000,40,0.00,9,164.31,0,0,18.195(22.744%)(0.000m),29.544(26.069%)(1.023m),56.110(49.509%)(3.869m),113.333(100.000%)(10.000m),77.067(96.334%)(6.114m),18.419(46.046%)(0.902m),40.000(100.000%)(3.214m),8261.071,11478.218,55.1,0.0000,"[0.097, 0.016, 0.186, 0.127, 0.089, -0.004]","[0.103, 0.017, 0.196, 0.158, 0.098, 0.019]","[0.095, 0.014, 0.175, 0.102, 0.080, -0.012]"
2,1,-5.3047,-5.1757,0.000,194,469,38,0,0.998,55,0.00,29,119.52,0,0,12.724(15.905%)(0.000m),17.940(15.829%)(0.000m),27.286(24.076%)(0.781m),66.408(58.595%)(4.972m),68.003(85.003%)(5.143m),16.308(40.770%)(0.676m),40.000(100.000%)(3.214m),4380.088,8431.946,56.0,0.0000,"[0.094, 0.015, 0.179, 0.111, 0.082, -0.008]","[0.099, 0.017, 0.197, 0.155, 0.090, 0.029]","[0.091, 0.013, 0.170, 0.098, 0.075, -0.014]"
3,1,-4.8818,-5.0777,0.000,102,254,21,0,0.996,40,0.00,40,69.22,0,0,77.786(97.233%)(6.191m),104.857(92.521%)(9.092m),26.720(23.577%)(0.720m),15.933(14.059%)(0.000m),10.553(13.191%)(0.000m),40.000(100.000%)(3.214m),11.930(29.825%)(0.207m),4397.388,13387.971,57.7,0.0000,"[0.087, 0.010, 0.161, 0.093, 0.064, -0.013]","[0.095, 0.017, 0.175, 0.102, 0.080, -0.011]","[0.075, 0.001, 0.148, 0.084, 0.047, -0.015]"
4,1,-5.4639,-5.1743,0.000,182,437,21,0,0.994,55,0.00,59,116.03,0,0,10.859(13.574%)(0.000m),16.520(14.576%)(0.000m),28.031(24.733%)(0.860m),93.000(82.059%)(7.821m),65.019(81.274%)(4.823m),12.126(30.315%)(0.228m),40.000(100.000%)(3.214m),5998.416,9283.225,55.6,0.0000,"[0.095, 0.016, 0.180, 0.114, 0.083, -0.007]","[0.101, 0.020, 0.197, 0.158, 0.097, 0.026]","[0.092, 0.012, 0.165, 0.096, 0.070, -0.013]"
5,1,-4.5373,-5.0469,0.000,165,420,17,0,0.992,55,0.00,76,91.31,0,0,77.786(97.233%)(6.191m),91.000(80.294%)(7.607m),35.455(31.284%)(1.656m),20.895(18.437%)(0.096m),13.736(17.170%)(0.000m),40.000(100.000%)(3.214m),15.338(38.345%)(0.572m),3255.246,8806.460,58.9,0.0000,"[0.089, 0.009, 0.160, 0.093, 0.063, -0.012]","[0.096, 0.017, 0.175, 0.102, 0.080, -0.010]","[0.073, -0.001, 0.138, 0.084, 0.040, -0.017]"
6,1,-5.5238,-5.1264,0.000,70,167,24,0,0.990,35,0.00,83,38.15,0,0,78.639(98.299%)(6.283m),113.333(100.000%)(10.000m),48.101(42.442%)(3.011m),29.009(25.596%)(0.965m),19.355(24.193%)(0.000m),40.000(100.000%)(3.214m),22.153(55.383%)(1.302m),12066.071,19033.980,55.3,0.0000,"[0.088, 0.013, 0.166, 0.095, 0.068, -0.012]","[0.095, 0.017, 0.175, 0.102, 0.080, -0.011]","[0.075, 0.004, 0.154, 0.087, 0.054, -0.015]"
7,1,-5.2991,-5.1511,0.000,154,369,15,0,0.988,50,0.00,99,91.24,0,0,12.702(15.878%)(0.000m),20.810(18.362%)(0.087m),40.201(35.472%)(2.164m),97.000(85.588%)(8.250m),77.067(96.334%)(6.114m),12.702(31.755%)(0.290m),40.000(100.000%)(3.214m),5404.873,10101.148,55.5,0.0000,"[0.096, 0.016, 0.185, 0.122, 0.087, -0.006]","[0.100, 0.017, 0.197, 0.157, 0.100, 0.026]","[0.093, 0.013, 0.175, 0.102, 0.080, -0.012]"
8,1,-4.5761,-5.0792,0.000,150,369,20,0,0.986,50,0.00,114,86.33,0,0,69.448(86.810%)(5.298m),108.000(95.294%)(9.429m),74.139(65.417%)(5.801m),32.801(28.942%)(1.372m),15.621(19.527%)(0.000m),40.000(100.000%)(3.214m),10.859(27.148%)(0.092m),3921.450,15914.808,56.9,0.0000,"[0.088, 0.009, 0.161, 0.091, 0.062, -0.012]","[0.095, 0.017, 0.179, 0.105, 0.084, -0.010]","[0.078, -0.000, 0.147, 0.077, 0.040, -0.015]"
9,1,-4.1965,-4.9811,0.000,277,669,31,0,0.984,65,0.00,142,160.18,0,0,59.440(74.300%)(4.226m),74.000(65.294%)(5.786m),62.256(54.932%)(4.527m),25.945(22.893%)(0.637m),14.149(17.687%)(0.000m),40.000(100.000%)(3.214m),12.362(30.905%)(0.253m),4277.646,14151.465,55.9,0.0000,"[0.090, 0.011, 0.169, 0.099, 0.071, -0.013]","[0.095, 0.017, 0.182, 0.110, 0.086, -0.011]","[0.079, 0.003, 0.153, 0.082, 0.049, -0.016]"
10,1,-4.4577,-4.9288,0.000,128,329,10,0,0.982,50,0.00,155,75.85,0,0,14.949(18.687%)(0.000m),30.907(27.271%)(1.169m),83.584(73.750%)(6.813m),86.000(75.883%)(7.071m),77.067(96.334%)(6.114m),11.664(29.159%)(0.178m),40.000(100.000%)(3.214m),2246.226,5981.742,59.5,0.0000,"[0.093, 0.012, 0.181, 0.126, 0.084, -0.005]","[0.096, 0.017, 0.188, 0.148, 0.089, 0.012]","[0.088, 0.005, 0.174, 0.102, 0.077, -0.013]"
