episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-3.0866,-3.0866,0.000,187,463,19,0,1.000,70,0.00,19,347.06,0,0,69.225(86.532%)(5.274m),78.000(68.824%)(6.214m),40.479(35.717%)(2.194m),24.137(21.298%)(0.443m),15.986(19.983%)(0.000m),40.000(100.000%)(3.214m),18.073(45.182%)(0.865m),3502.602,4528.218,57.3,0.0000,"[-0.170, -0.156, -0.089, -0.129, -0.223, -0.036]","[-0.138, -0.120, -0.066, -0.104, -0.181, -0.029]","[-0.180, -0.168, -0.095, -0.138, -0.235, -0.040]"
2,1,-4.5397,-3.8131,0.000,88,239,15,0,0.998,60,0.00,28,36.44,0,0,77.786(97.233%)(6.191m),90.000(79.412%)(7.500m),45.690(40.315%)(2.753m),27.555(24.313%)(0.809m),18.385(22.981%)(0.000m),40.000(100.000%)(3.214m),21.043(52.607%)(1.183m),2332.016,2578.704,62.8,0.0000,"[-0.167, -0.154, -0.086, -0.127, -0.223, -0.035]","[-0.141, -0.128, -0.064, -0.103, -0.191, -0.032]","[-0.179, -0.165, -0.095, -0.136, -0.232, -0.039]"
3,1,-6.8860,-4.8374,0.000,85,203,18,0,0.996,50,0.00,37,35.38,0,0,13.564(16.955%)(0.000m),19.005(16.769%)(0.000m),28.669(25.297%)(0.929m),67.728(59.761%)(5.114m),77.067(96.334%)(6.114m),17.609(44.023%)(0.815m),40.000(100.000%)(3.214m),8066.425,9982.055,55.4,0.0000,"[-0.171, -0.154, -0.091, -0.130, -0.226, -0.031]","[-0.130, -0.122, -0.071, -0.101, -0.182, -0.015]","[-0.179, -0.164, -0.095, -0.138, -0.236, -0.037]"
4,1,-5.7924,-5.0762,0.000,88,214,15,0,0.994,55,0.00,46,42.60,0,0,78.639(98.299%)(6.283m),113.333(100.000%)(10.000m),45.133(39.823%)(2.693m),27.218(24.016%)(0.773m),18.160(22.700%)(0.000m),40.000(100.000%)(3.214m),20.786(51.965%)(1.156m),4933.233,6303.385,56.4,0.0000,"[-0.167, -0.150, -0.086, -0.124, -0.218, -0.038]","[-0.142, -0.125, -0.061, -0.100, -0.188, -0.037]","[-0.179, -0.163, -0.095, -0.135, -0.231, -0.040]"
5,1,-4.4818,-4.9573,0.000,113,303,15,0,0.992,65,0.00,58,51.28,0,0,11.768(14.710%)(0.000m),17.901(15.795%)(0.000m),30.375(26.801%)(1.112m),82.000(72.353%)(6.643m),67.969(84.962%)(5.140m),13.140(32.851%)(0.336m),40.000(100.000%)(3.214m),2196.419,2457.039,62.0,0.0000,"[-0.172, -0.160, -0.093, -0.135, -0.229, -0.030]","[-0.139, -0.131, -0.080, -0.115, -0.194, -0.020]","[-0.179, -0.169, -0.096, -0.145, -0.237, -0.037]"
6,1,-5.0935,-4.9800,0.000,127,310,16,0,0.990,60,0.00,71,60.70,0,0,69.396(86.745%)(5.292m),101.000(89.118%)(8.679m),49.237(43.445%)(3.133m),25.925(22.875%)(0.635m),15.966(19.958%)(0.000m),40.000(100.000%)(3.214m),16.162(40.406%)(0.660m),5678.498,7286.944,56.4,0.0000,"[-0.170, -0.153, -0.087, -0.126, -0.220, -0.038]","[-0.142, -0.119, -0.066, -0.103, -0.183, -0.034]","[-0.180, -0.167, -0.095, -0.138, -0.234, -0.049]"
7,1,-5.4532,-5.0476,0.000,151,371,18,0,0.988,65,0.00,87,70.48,0,0,69.398(86.747%)(5.293m),89.000(78.530%)(7.393m),32.713(28.865%)(1.362m),16.934(14.941%)(0.000m),10.336(12.920%)(0.000m),40.000(100.000%)(3.214m),10.336(25.840%)(0.036m),4853.066,6970.487,56.8,0.0000,"[-0.167, -0.149, -0.085, -0.124, -0.217, -0.039]","[-0.137, -0.115, -0.065, -0.101, -0.177, -0.034]","[-0.180, -0.164, -0.095, -0.135, -0.233, -0.049]"
8,1,-4.3558,-4.9611,0.000,143,390,15,0,0.986,70,0.00,102,84.53,0,0,12.189(15.236%)(0.000m),18.269(16.119%)(0.000m),30.292(26.729%)(1.103m),57.000(50.294%)(3.964m),76.230(95.288%)(6.025m),13.951(34.878%)(0.423m),40.000(100.000%)(3.214m),1510.344,2038.309,63.2,0.0000,"[-0.169, -0.159, -0.091, -0.134, -0.227, -0.026]","[-0.140, -0.132, -0.081, -0.116, -0.194, -0.010]","[-0.179, -0.171, -0.097, -0.147, -0.242, -0.037]"
9,1,-6.3258,-5.1128,0.000,140,344,18,0,0.984,65,0.00,116,65.16,0,0,77.786(97.233%)(6.191m),93.000(82.059%)(7.821m),75.521(66.636%)(5.949m),31.968(28.207%)(1.282m),17.836(22.295%)(0.000m),40.000(100.000%)(3.214m),15.973(39.932%)(0.640m),4561.226,8059.504,56.9,0.0000,"[-0.168, -0.149, -0.085, -0.124, -0.218, -0.040]","[-0.156, -0.128, -0.072, -0.111, -0.194, -0.033]","[-0.179, -0.165, -0.095, -0.136, -0.232, -0.047]"
10,1,-6.3895,-5.2404,0.000,130,316,18,0,0.982,65,0.00,129,76.31,0,0,17.298(21.622%)(0.000m),31.004(27.356%)(1.179m),72.750(64.192%)(5.652m),100.000(88.236%)(8.571m),76.230(95.288%)(6.025m),15.491(38.727%)(0.588m),40.000(100.000%)(3.214m),6919.950,9012.474,56.3,0.0000,"[-0.174, -0.156, -0.093, -0.133, -0.228, -0.030]","[-0.154, -0.132, -0.085, -0.121, -0.202, -0.019]","[-0.179, -0.166, -0.096, -0.140, -0.236, -0.037]"
