episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-4.7516,-4.7516,0.000,175,424,14,0,1.000,55,0.00,18,202.44,0,0,77.786(97.233%)(6.191m),98.000(86.471%)(8.357m),44.418(39.192%)(2.616m),22.585(19.928%)(0.277m),13.661(17.076%)(0.000m),40.000(100.000%)(3.214m),13.495(33.737%)(0.374m),5664.813,15179.360,56.1,0.0000,"[0.172, 0.280, 0.052, 0.122, 0.153, 0.052]","[0.177, 0.287, 0.071, 0.135, 0.179, 0.087]","[0.167, 0.274, 0.037, 0.097, 0.136, 0.042]"
2,1,-5.4032,-5.0774,0.000,192,462,22,0,0.998,55,0.00,38,118.14,0,0,69.448(86.810%)(5.298m),97.000(85.588%)(8.250m),36.485(32.193%)(1.766m),18.886(16.664%)(0.000m),11.528(14.410%)(0.000m),40.000(100.000%)(3.214m),11.528(28.820%)(0.164m),5290.978,12492.931,55.7,0.0000,"[0.170, 0.277, 0.045, 0.118, 0.146, 0.050]","[0.177, 0.285, 0.072, 0.126, 0.180, 0.091]","[0.166, 0.272, 0.036, 0.093, 0.135, 0.040]"
3,1,-4.7499,-4.9682,0.000,119,314,20,0,0.996,50,0.00,50,66.78,0,0,16.549(20.686%)(0.000m),33.704(29.739%)(1.468m),83.246(73.453%)(6.776m),84.000(74.118%)(6.857m),77.067(96.334%)(6.114m),13.077(32.693%)(0.330m),40.000(100.000%)(3.214m),1756.483,5184.197,61.0,0.0000,"[0.171, 0.278, 0.063, 0.123, 0.150, 0.045]","[0.179, 0.298, 0.096, 0.130, 0.174, 0.056]","[0.167, 0.272, 0.037, 0.113, 0.136, 0.042]"
4,1,-5.5802,-5.1212,0.000,168,408,21,0,0.994,55,0.00,67,101.16,0,0,66.428(83.035%)(4.974m),93.627(82.613%)(7.889m),39.632(34.970%)(2.103m),26.272(23.181%)(0.672m),18.750(23.438%)(0.000m),40.000(100.000%)(3.214m),24.343(60.857%)(1.537m),5291.050,11235.031,56.2,0.0000,"[0.170, 0.276, 0.045, 0.119, 0.144, 0.048]","[0.177, 0.285, 0.066, 0.133, 0.175, 0.080]","[0.166, 0.270, 0.036, 0.090, 0.134, 0.041]"
5,1,-5.4527,-5.1875,0.000,68,171,29,0,0.992,35,0.00,74,39.04,0,0,78.639(98.299%)(6.283m),113.333(100.000%)(10.000m),43.591(38.463%)(2.528m),25.993(22.935%)(0.642m),17.215(21.519%)(0.000m),40.000(100.000%)(3.214m),19.462(48.656%)(1.014m),5656.655,12808.585,58.2,0.0000,"[0.174, 0.283, 0.055, 0.117, 0.158, 0.058]","[0.178, 0.289, 0.071, 0.128, 0.180, 0.083]","[0.167, 0.274, 0.037, 0.096, 0.136, 0.042]"
6,1,-5.8518,-5.2982,0.000,111,266,17,0,0.990,45,0.00,86,63.04,0,0,77.786(97.233%)(6.191m),105.375(92.979%)(9.147m),24.768(21.854%)(0.511m),14.597(12.879%)(0.000m),9.595(11.994%)(0.000m),40.000(100.000%)(3.214m),10.715(26.787%)(0.077m),8304.499,19530.320,55.5,0.0000,"[0.172, 0.281, 0.052, 0.116, 0.157, 0.058]","[0.179, 0.288, 0.069, 0.128, 0.178, 0.093]","[0.166, 0.274, 0.037, 0.086, 0.136, 0.042]"
7,1,-5.3552,-5.3063,0.000,105,256,28,0,0.988,40,0.00,97,62.80,0,0,69.448(86.810%)(5.298m),113.333(100.000%)(10.000m),34.027(30.024%)(1.503m),20.290(17.903%)(0.031m),13.438(16.798%)(0.000m),40.000(100.000%)(3.214m),15.192(37.981%)(0.556m),6362.447,14219.937,56.4,0.0000,"[0.172, 0.279, 0.049, 0.116, 0.152, 0.055]","[0.179, 0.288, 0.070, 0.132, 0.179, 0.089]","[0.167, 0.272, 0.036, 0.093, 0.135, 0.042]"
8,1,-4.0085,-5.1441,0.000,189,496,11,0,0.986,60,0.00,116,103.03,0,0,60.000(75.000%)(4.286m),84.000(74.118%)(6.857m),74.664(65.880%)(5.857m),30.678(27.069%)(1.144m),16.925(21.156%)(0.000m),40.000(100.000%)(3.214m),14.971(37.427%)(0.533m),6306.706,11740.191,60.7,0.0000,"[0.174, 0.285, 0.071, 0.130, 0.168, 0.057]","[0.178, 0.304, 0.102, 0.143, 0.194, 0.072]","[0.167, 0.274, 0.037, 0.119, 0.136, 0.042]"
9,1,-5.3651,-5.1687,0.000,95,234,22,0,0.984,40,0.00,126,53.65,0,0,77.786(97.233%)(6.191m),113.333(100.000%)(10.000m),34.635(30.560%)(1.568m),20.412(18.010%)(0.044m),13.418(16.772%)(0.000m),40.000(100.000%)(3.214m),14.983(37.457%)(0.534m),6760.002,13837.571,57.0,0.0000,"[0.173, 0.281, 0.053, 0.118, 0.156, 0.057]","[0.177, 0.287, 0.068, 0.130, 0.178, 0.089]","[0.167, 0.274, 0.037, 0.091, 0.136, 0.042]"
10,1,-5.3667,-5.1885,0.000,129,310,11,0,0.982,45,0.00,139,69.24,0,0,78.639(98.299%)(6.283m),113.000(99.706%)(9.964m),71.047(62.689%)(5.469m),30.074(26.536%)(1.079m),16.779(20.974%)(0.000m),40.000(100.000%)(3.214m),15.026(37.566%)(0.539m),8119.824,19861.559,55.6,0.0000,"[0.173, 0.281, 0.053, 0.119, 0.157, 0.056]","[0.179, 0.287, 0.068, 0.124, 0.178, 0.077]","[0.167, 0.274, 0.037, 0.105, 0.136, 0.042]"
