episode,stage,reward,avg_reward,MSE,timeframe,steps,close distance,near_miss,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc,avg_speed,avg_inference_time,Q_avg,Q_max,Q_min
1,1,-5.0990,-5.0990,0.000,126,308,18,0,1.000,60,0.00,13,417.37,0,0,10.706(13.383%)(0.000m),18.213(16.070%)(0.000m),38.010(33.538%)(1.930m),113.000(99.706%)(9.964m),76.230(95.288%)(6.025m),10.195(25.488%)(0.021m),40.000(100.000%)(3.214m),6617.022,9137.144,56.6,0.0000,"[0.133, 0.040, 0.166, 0.088, 0.193, 0.078]","[0.144, 0.055, 0.179, 0.103, 0.207, 0.097]","[0.125, 0.011, 0.152, 0.069, 0.178, 0.047]"
2,1,-3.5501,-4.3245,0.000,169,412,25,0,0.998,70,0.00,30,342.52,0,0,65.965(82.456%)(4.925m),89.000(78.530%)(7.393m),33.550(29.603%)(1.452m),17.367(15.324%)(0.000m),10.600(13.251%)(0.000m),40.000(100.000%)(3.214m),10.600(26.501%)(0.064m),4739.357,7961.732,56.5,0.0000,"[0.141, 0.050, 0.184, 0.105, 0.203, 0.096]","[0.178, 0.055, 0.214, 0.122, 0.207, 0.100]","[0.127, 0.044, 0.174, 0.099, 0.185, 0.091]"
3,1,-6.2889,-4.9793,0.000,81,198,17,0,0.996,50,0.00,39,175.83,0,0,78.639(98.299%)(6.283m),50.655(44.696%)(3.284m),20.161(17.789%)(0.017m),13.144(11.598%)(0.000m),9.263(11.579%)(0.000m),40.000(100.000%)(3.214m),11.722(29.304%)(0.184m),5873.587,9049.299,56.6,0.0000,"[0.148, 0.050, 0.193, 0.107, 0.202, 0.099]","[0.184, 0.057, 0.213, 0.119, 0.206, 0.103]","[0.136, 0.032, 0.179, 0.102, 0.178, 0.083]"
4,1,-6.3439,-5.3205,0.000,107,259,26,0,0.994,55,0.00,50,198.17,0,0,10.778(13.472%)(0.000m),17.657(15.580%)(0.000m),34.111(30.098%)(1.512m),113.000(99.706%)(9.964m),77.067(96.334%)(6.114m),10.778(26.944%)(0.083m),40.000(100.000%)(3.214m),6766.061,9364.898,56.0,0.0000,"[0.132, 0.038, 0.166, 0.089, 0.193, 0.078]","[0.148, 0.055, 0.179, 0.103, 0.206, 0.095]","[0.127, 0.012, 0.153, 0.074, 0.177, 0.047]"
5,1,-5.6173,-5.3798,0.000,115,281,23,0,0.992,60,0.00,62,228.36,0,0,10.264(12.830%)(0.000m),16.112(14.216%)(0.000m),28.788(25.401%)(0.942m),113.000(99.706%)(9.964m),76.230(95.288%)(6.025m),10.912(27.279%)(0.098m),40.000(100.000%)(3.214m),6220.268,10457.994,56.5,0.0000,"[0.131, 0.041, 0.167, 0.090, 0.194, 0.080]","[0.137, 0.055, 0.179, 0.103, 0.206, 0.095]","[0.127, 0.006, 0.152, 0.064, 0.175, 0.043]"
6,1,-5.3246,-5.3706,0.000,86,215,16,0,0.990,55,0.00,71,168.93,0,0,9.595(11.994%)(0.000m),13.529(11.937%)(0.000m),20.577(18.156%)(0.062m),50.080(44.188%)(3.223m),77.067(96.334%)(6.114m),12.298(30.746%)(0.246m),40.000(100.000%)(3.214m),6012.955,9581.441,57.7,0.0000,"[0.129, 0.040, 0.166, 0.089, 0.194, 0.079]","[0.136, 0.055, 0.179, 0.103, 0.204, 0.095]","[0.123, 0.011, 0.149, 0.063, 0.176, 0.035]"
7,1,-7.1153,-5.6199,0.000,110,265,17,0,0.988,60,0.00,82,219.75,0,0,10.735(13.419%)(0.000m),17.588(15.519%)(0.000m),33.977(29.980%)(1.498m),113.333(100.000%)(10.000m),77.067(96.334%)(6.114m),10.735(26.839%)(0.079m),40.000(100.000%)(3.214m),11588.337,12211.159,55.7,0.0000,"[0.133, 0.038, 0.164, 0.086, 0.190, 0.074]","[0.143, 0.055, 0.179, 0.103, 0.203, 0.095]","[0.130, 0.009, 0.153, 0.070, 0.178, 0.046]"
8,1,-6.3610,-5.7125,0.000,237,625,52,23,0.986,85,0.00,106,511.36,0,0,30.000(37.500%)(1.071m),26.000(22.941%)(0.643m),29.000(25.588%)(0.964m),23.000(20.294%)(0.321m),23.000(28.750%)(0.321m),40.000(100.000%)(3.214m),20.428(51.070%)(1.117m),0.000,4318.875,61.0,4.8957,"[0.143, 0.044, 0.187, 0.106, 0.201, 0.098]","[0.172, 0.056, 0.213, 0.126, 0.211, 0.112]","[0.129, 0.016, 0.170, 0.083, 0.171, 0.066]"
9,1,-5.0013,-5.6335,0.000,156,382,16,0,0.984,65,0.00,122,307.82,0,0,11.729(14.661%)(0.000m),21.260(18.759%)(0.135m),51.741(45.654%)(3.401m),102.000(90.000%)(8.786m),64.707(80.884%)(4.790m),10.375(25.937%)(0.040m),40.000(100.000%)(3.214m),5692.838,8764.513,56.7,1.2906,"[0.133, 0.043, 0.170, 0.092, 0.196, 0.083]","[0.142, 0.056, 0.185, 0.106, 0.208, 0.100]","[0.127, 0.016, 0.153, 0.067, 0.175, 0.051]"
10,1,-4.8654,-5.5567,0.000,147,359,17,0,0.982,65,0.00,137,301.79,0,0,69.061(86.327%)(5.257m),96.000(84.706%)(8.143m),24.683(21.779%)(0.502m),14.718(12.987%)(0.000m),9.748(12.185%)(0.000m),40.000(100.000%)(3.214m),11.020(27.551%)(0.109m),3961.040,8422.768,56.5,0.0000,"[0.143, 0.051, 0.188, 0.105, 0.202, 0.098]","[0.176, 0.057, 0.215, 0.120, 0.207, 0.106]","[0.129, 0.029, 0.175, 0.100, 0.183, 0.094]"
11,1,-5.5932,-5.5600,0.000,79,202,19,0,0.980,55,0.00,145,149.31,0,0,10.790(13.487%)(0.000m),17.520(15.459%)(0.000m),33.274(29.360%)(1.422m),113.333(100.000%)(10.000m),77.067(96.334%)(6.114m),10.923(27.306%)(0.099m),40.000(100.000%)(3.214m),4597.188,8557.248,59.1,0.0000,"[0.127, 0.037, 0.163, 0.085, 0.194, 0.076]","[0.138, 0.055, 0.179, 0.103, 0.203, 0.095]","[0.119, 0.007, 0.151, 0.065, 0.179, 0.044]"
12,1,-7.0933,-5.6878,0.000,185,457,21,0,0.978,70,0.00,164,361.92,0,0,10.027(12.534%)(0.000m),15.739(13.888%)(0.000m),28.123(24.814%)(0.870m),86.000(75.883%)(7.071m),55.849(69.811%)(3.841m),10.659(26.649%)(0.071m),40.000(100.000%)(3.214m),3503.374,7973.594,57.1,0.0000,"[0.134, 0.045, 0.176, 0.097, 0.199, 0.088]","[0.142, 0.056, 0.189, 0.108, 0.210, 0.102]","[0.122, 0.006, 0.153, 0.069, 0.174, 0.043]"
13,1,-4.7947,-5.6191,0.000,231,576,21,0,0.976,80,0.00,188,492.53,0,0,11.462(14.327%)(0.000m),20.543(18.127%)(0.058m),48.531(42.822%)(3.057m),72.000(63.530%)(5.571m),65.000(81.250%)(4.821m),10.264(25.661%)(0.028m),40.000(100.000%)(3.214m),4969.601,7785.034,57.7,1.2506,"[0.131, 0.043, 0.168, 0.090, 0.197, 0.081]","[0.149, 0.055, 0.179, 0.103, 0.211, 0.096]","[0.124, 0.019, 0.153, 0.074, 0.180, 0.053]"
14,1,-5.7776,-5.6304,0.000,116,281,17,0,0.974,60,0.00,200,236.49,0,0,10.893(13.616%)(0.000m),18.530(16.350%)(0.000m),38.673(34.123%)(2.001m),113.333(100.000%)(10.000m),67.688(84.610%)(5.109m),10.373(25.932%)(0.040m),40.000(100.000%)(3.214m),6261.089,10130.325,56.1,0.0000,"[0.134, 0.040, 0.165, 0.087, 0.191, 0.076]","[0.144, 0.056, 0.184, 0.105, 0.206, 0.098]","[0.124, 0.011, 0.153, 0.069, 0.179, 0.047]"
